gene
WBGene00017071
WBGene00018682
WBGene00043981
WBGene00020135
WBGene00019819
WBGene00000005
WBGene00000007
WBGene00000008
WBGene00016973
WBGene00000012
WBGene00000013
WBGene00000016
WBGene00016644
WBGene00000024
WBGene00000034
WBGene00004099
WBGene00000029
WBGene00000030
WBGene00014997
WBGene00004054
WBGene00009818
WBGene00016943
WBGene00015894
WBGene00016491
WBGene00019406
WBGene00017874
WBGene00000036
WBGene00000038
WBGene00010339
WBGene00015295
WBGene00008581
WBGene00012911
WBGene00000039
WBGene00008564
WBGene00008565
WBGene00008566
WBGene00008802
WBGene00008801
WBGene00000056
WBGene00000057
WBGene00000058
WBGene00043066
WBGene00000047
WBGene00007082
WBGene00019920
WBGene00011173
WBGene00009218
WBGene00013575
WBGene00022849
WBGene00007228
WBGene00022104
WBGene00000063
WBGene00000066
WBGene00000067
WBGene00010790
WBGene00000081
WBGene00000083
WBGene00020567
WBGene00018304
WBGene00007081
WBGene00000103
WBGene00011474
WBGene00011910
WBGene00006449
WBGene00000116
WBGene00001132
WBGene00018594
WBGene00018340
WBGene00011587
WBGene00219751
WBGene00219589
WBGene00020140
WBGene00000170
WBGene00000171
WBGene00000172
WBGene00000175
WBGene00000176
WBGene00000193
WBGene00010268
WBGene00011052
WBGene00014033
WBGene00020612
WBGene00009852
WBGene00010769
WBGene00000210
WBGene00000213
WBGene00019730
WBGene00000214
WBGene00017677
WBGene00017678
WBGene00019619
WBGene00012682
WBGene00000215
WBGene00019105
WBGene00020368
WBGene00000220
WBGene00017535
WBGene00013799
WBGene00016957
WBGene00000228
WBGene00010497
WBGene00007096
WBGene00007097
WBGene00194700
WBGene00015002
WBGene00015004
WBGene00015006
WBGene00015024
WBGene00015019
WBGene00015026
WBGene00015034
WBGene00015030
WBGene00015032
WBGene00015049
WBGene00015051
WBGene00044582
WBGene00015059
WBGene00219780
WBGene00015063
WBGene00015076
WBGene00015077
WBGene00015079
WBGene00015084
WBGene00015089
WBGene00015093
WBGene00015094
WBGene00015097
WBGene00015106
WBGene00015100
WBGene00015111
WBGene00045188
WBGene00015115
WBGene00015136
WBGene00015137
WBGene00015142
WBGene00007149
WBGene00007151
WBGene00219208
WBGene00007155
WBGene00007156
WBGene00007159
WBGene00007169
WBGene00007170
WBGene00023468
WBGene00044939
WBGene00015178
WBGene00015182
WBGene00007181
WBGene00194695
WBGene00015202
WBGene00015220
WBGene00015225
WBGene00015260
WBGene00015467
WBGene00021726
WBGene00015012
WBGene00020859
WBGene00020329
WBGene00013569
WBGene00009247
WBGene00006464
WBGene00021725
WBGene00000245
WBGene00019017
WBGene00018755
WBGene00007209
WBGene00020559
WBGene00014103
WBGene00007404
WBGene00007808
WBGene00007988
WBGene00009512
WBGene00000251
WBGene00000252
WBGene00000256
WBGene00000272
WBGene00000273
WBGene00013275
WBGene00018195
WBGene00020802
WBGene00007213
WBGene00015280
WBGene00219207
WBGene00007230
WBGene00044658
WBGene00007231
WBGene00007232
WBGene00044333
WBGene00007249
WBGene00015306
WBGene00015311
WBGene00007229
WBGene00007257
WBGene00015328
WBGene00015320
WBGene00015322
WBGene00015336
WBGene00015342
WBGene00015355
WBGene00015345
WBGene00015348
WBGene00015359
WBGene00007266
WBGene00007269
WBGene00007271
WBGene00007274
WBGene00007281
WBGene00015402
WBGene00015407
WBGene00007289
WBGene00284855
WBGene00015422
WBGene00077685
WBGene00007301
WBGene00014665
WBGene00007306
WBGene00007317
WBGene00007320
WBGene00007324
WBGene00007337
WBGene00007338
WBGene00007327
WBGene00015483
WBGene00014666
WBGene00015472
WBGene00015476
WBGene00015495
WBGene00007347
WBGene00007354
WBGene00015511
WBGene00015516
WBGene00007365
WBGene00007366
WBGene00007375
WBGene00007380
WBGene00007381
WBGene00015526
WBGene00015531
WBGene00015535
WBGene00015537
WBGene00189995
WBGene00015549
WBGene00044446
WBGene00219447
WBGene00007414
WBGene00015572
WBGene00044945
WBGene00015582
WBGene00007440
WBGene00015613
WBGene00044417
WBGene00007450
WBGene00007457
WBGene00007459
WBGene00007460
WBGene00007461
WBGene00007452
WBGene00007448
WBGene00015623
WBGene00015627
WBGene00015629
WBGene00015630
WBGene00015632
WBGene00015634
WBGene00305970
WBGene00007478
WBGene00007479
WBGene00201640
WBGene00015661
WBGene00015664
WBGene00007507
WBGene00007509
WBGene00007512
WBGene00015688
WBGene00015683
WBGene00015696
WBGene00007521
WBGene00007525
WBGene00007531
WBGene00023500
WBGene00015710
WBGene00007550
WBGene00007553
WBGene00015748
WBGene00007563
WBGene00007559
WBGene00050956
WBGene00007570
WBGene00007584
WBGene00015768
WBGene00015756
WBGene00015759
WBGene00015780
WBGene00007597
WBGene00007601
WBGene00015794
WBGene00007613
WBGene00007610
WBGene00007611
WBGene00015820
WBGene00023469
WBGene00015824
WBGene00044359
WBGene00015852
WBGene00015855
WBGene00015857
WBGene00015860
WBGene00015865
WBGene00015868
WBGene00015893
WBGene00007641
WBGene00219310
WBGene00015906
WBGene00015907
WBGene00015908
WBGene00015913
WBGene00015917
WBGene00015937
WBGene00015929
WBGene00015931
WBGene00015932
WBGene00015933
WBGene00015949
WBGene00015944
WBGene00015954
WBGene00015956
WBGene00007682
WBGene00015970
WBGene00007685
WBGene00007688
WBGene00015987
WBGene00015992
WBGene00305980
WBGene00015993
WBGene00044457
WBGene00015994
WBGene00015997
WBGene00271647
WBGene00016012
WBGene00219423
WBGene00016033
WBGene00016054
WBGene00016056
WBGene00007697
WBGene00016069
WBGene00016070
WBGene00016085
WBGene00016097
WBGene00044291
WBGene00045411
WBGene00045412
WBGene00045461
WBGene00007726
WBGene00007735
WBGene00016108
WBGene00016119
WBGene00016125
WBGene00023420
WBGene00007763
WBGene00007765
WBGene00007771
WBGene00044388
WBGene00016161
WBGene00007777
WBGene00007778
WBGene00016181
WBGene00007793
WBGene00007794
WBGene00007795
WBGene00016187
WBGene00007798
WBGene00007800
WBGene00007807
WBGene00016210
WBGene00007811
WBGene00007812
WBGene00016262
WBGene00284859
WBGene00016274
WBGene00044177
WBGene00007823
WBGene00305095
WBGene00016286
WBGene00016288
WBGene00206484
WBGene00016294
WBGene00007858
WBGene00016312
WBGene00016327
WBGene00016322
WBGene00016332
WBGene00007867
WBGene00016336
WBGene00016339
WBGene00007902
WBGene00016349
WBGene00016351
WBGene00016357
WBGene00016358
WBGene00016356
WBGene00007904
WBGene00016388
WBGene00007925
WBGene00016398
WBGene00016399
WBGene00016410
WBGene00007937
WBGene00016414
WBGene00016416
WBGene00016417
WBGene00016420
WBGene00016425
WBGene00016427
WBGene00016431
WBGene00044024
WBGene00007947
WBGene00007948
WBGene00007959
WBGene00016462
WBGene00044120
WBGene00007973
WBGene00016464
WBGene00016488
WBGene00044683
WBGene00007987
WBGene00014698
WBGene00014700
WBGene00007991
WBGene00016502
WBGene00045308
WBGene00008001
WBGene00016512
WBGene00008016
WBGene00189950
WBGene00016523
WBGene00016530
WBGene00016532
WBGene00016535
WBGene00008031
WBGene00016545
WBGene00016547
WBGene00016549
WBGene00016551
WBGene00008036
WBGene00008042
WBGene00008043
WBGene00044585
WBGene00195180
WBGene00016568
WBGene00016572
WBGene00235295
WBGene00016605
WBGene00008072
WBGene00008073
WBGene00016612
WBGene00303045
WBGene00016627
WBGene00016641
WBGene00016645
WBGene00008084
WBGene00008086
WBGene00008089
WBGene00008091
WBGene00008102
WBGene00008105
WBGene00045379
WBGene00016658
WBGene00195056
WBGene00016683
WBGene00016680
WBGene00016698
WBGene00016706
WBGene00044567
WBGene00008113
WBGene00016707
WBGene00016721
WBGene00016722
WBGene00008124
WBGene00008125
WBGene00008153
WBGene00008154
WBGene00008156
WBGene00008141
WBGene00008157
WBGene00008170
WBGene00016742
WBGene00016745
WBGene00008191
WBGene00016759
WBGene00008201
WBGene00008192
WBGene00185097
WBGene00016765
WBGene00016767
WBGene00008209
WBGene00008211
WBGene00008212
WBGene00045316
WBGene00008215
