gene,day1r1,day1r2,day1r3,day3r1,day3r2,day3r3,day6r1,day6r2,day6r3,day9r2,day9r3
Cbr-bli-4,12.09356334,11.97053516,12.09994896,11.98173662,11.91059614,11.84471117,11.88052461,11.79200559,11.86618866,12.25359264,12.13712154
Cbr-glb-1,10.14698693,10.19017848,10.20847639,9.864947503,9.821634173,10.115495,10.03651002,10.15202207,9.976682323,9.536986013,9.721224802
Cbr-exp-2,6.999382135,7.216411712,7.27311202,6.782263376,7.057261087,6.56663521,6.016250326,6.209836691,6.180029034,7.348964728,7.615848639
Cbr-fem-2,11.1987508,11.13702182,11.0687606,11.76608339,11.7470855,11.75600478,11.62530981,11.62731999,11.57167201,11.01545306,10.77228153
Cbr-fem-3,9.084032094,9.019535117,8.884888025,9.855940222,9.994812971,9.802519502,9.751498233,9.684491477,10.11517226,8.883715402,8.779593719
CBG14137,13.44374785,13.6633998,13.55718302,12.06730055,12.08091923,12.49124722,12.22537525,12.29015757,12.38791294,13.0787212,13.31533198
CBG14136,13.72504195,14.06663566,13.9473983,12.27878872,12.33208122,12.67746964,12.14313491,12.16296227,12.35958199,13.54557893,13.74456212
Cbr-mai-1,8.035724657,7.862902395,8.064785652,7.300254698,7.057261087,7.706631716,9.188724775,9.168829158,8.636915018,7.188228393,7.045704242
CBG16767,17.45110457,17.34051,17.41718298,18.00551059,17.82369137,18.01561919,17.37973674,17.26644676,17.45528175,15.72530385,15.67595355
CBG00001,9.509131659,9.568356146,9.559948124,9.086158548,9.101216332,8.80649167,9.144658414,9.286632403,9.069616312,8.701926217,8.823341479
CBG00003,6.050067155,6.040528062,6.092763983,6.010664721,6.225327972,6.025045184,6.408606067,6.28675897,5.964421173,6.436628844,6.349887458
Cbr-fbn-1,7.684835116,7.924935391,7.932430506,8.654128651,8.551657,8.656638416,7.555781414,7.462332553,7.88547928,11.41750811,11.11444405
Cbr-upp-1,12.51565696,12.63133736,12.53474091,12.5561801,12.57597861,12.79323091,12.64500709,12.6608636,12.57376182,12.02715384,12.15403202
Cbr-baz-2,9.938706675,9.650233567,9.88593156,10.83268315,10.66022212,10.51170669,10.63622576,10.40522573,10.63655342,10.22593308,9.885454244
CBG00011,7.248773037,7.151018481,6.989125131,7.547152202,7.358132426,6.935745033,6.429496625,6.311386109,6.582575084,7.315564169,7.095148388
CBG00014,6.088625755,5.792023808,5.741873274,4.692116706,4.834296272,4.990503977,4.835038128,4.85230617,5.089082808,6.147097309,6.315464156
Cbr-lin-13,12.18753345,11.94813065,12.12457216,13.09893359,12.75250076,12.67995039,12.50348944,12.25616169,12.4893438,12.11168401,11.83587748
Cbr-egl-45,13.39022864,13.39157542,13.33359161,13.93301649,13.84646879,13.86547984,13.53469251,13.45207349,13.62064615,13.07614756,12.95970359
Cbr-egl-5,5.656624934,5.610800116,5.770893419,5.462599498,5.600016295,5.565475341,5.112391411,4.96396192,4.955387721,5.99074836,6.021537873
Cbr-cyk-7,11.40659431,11.38422277,11.34248115,11.35773989,11.4281788,11.40705018,11.60650441,11.67292197,11.43018744,10.7218904,10.72241729
Cbr-mab-5,6.179968611,5.763875168,6.048666762,5.78876493,5.826217163,5.834000314,5.682824117,5.453390169,5.537185164,5.972035803,6.086260188
Cbr-snu-23,10.95938206,10.98500073,10.98024976,11.47351836,11.53344933,11.44148544,11.41166481,11.53947365,11.34300037,10.37620121,10.16660077
CBG00031,11.97592753,12.21307689,12.08360699,12.2140301,12.39928679,12.33001519,12.10765734,12.08763909,12.30589074,12.03222107,12.05618588
CBG00032,10.88673216,11.00393052,10.84993887,10.97836207,11.10696408,11.06378543,10.93735009,11.02660677,11.09242253,10.60635033,10.51350201
Cbr-mtx-2,9.930294219,9.962133332,9.851364916,9.905671046,9.783972176,9.938381848,9.984171845,10.05837045,9.768538003,9.618812638,9.68852913
Cbr-pcp-1.2,8.971274161,8.824423782,9.033782534,7.556179924,7.192583313,7.823190274,7.060528364,7.054668965,7.1019916,8.484863607,8.586533835
Cbr-pcp-1.1,6.390104907,6.648113422,6.29212427,6.750396215,6.6188738,6.859097168,6.429496625,6.427837236,7.336276263,6.672836436,6.816023146
Cbr-cdh-3,6.490362497,6.147488991,6.712763748,7.140191435,7.108015422,6.391892617,6.585524304,5.87696621,6.293211011,7.921406405,7.791823544
CBG00040,12.96599785,12.82911487,12.92849701,13.49949233,13.34152737,13.32676065,13.21729712,13.06767708,13.31763805,12.75257322,12.47851738
CBG00041,5.154178252,5.150713845,4.88034749,5.180381281,5.923903556,5.74106171,6.203337404,6.099211051,5.699257396,4.893181479,4.950761186
CBG00042,8.260425956,8.446088442,8.284584889,4.94078811,5.111242188,5.301949903,4.348656253,4.85230617,4.875057,7.195616919,7.170751166
Cbr-pqn-18,9.10342213,9.140243648,9.142708917,8.916126654,8.847074557,8.8552933,8.772181927,8.66067098,8.883547307,9.24535356,9.294328101
Cbr-gpc-1,6.281330473,6.620123988,6.851975366,5.753155288,6.097585405,6.049951844,5.558783364,5.804702134,5.865759352,6.548206514,6.874323932
Cbr-bcat-1,12.25209327,12.52419612,12.48817993,11.93333986,11.96501501,12.08828039,11.44350011,11.357665,11.69056902,12.23261481,12.32550508
CBG00051,11.15611502,11.14468869,11.16744888,10.51800716,10.45991179,10.52682196,10.16401867,10.14564484,10.3353861,11.51990443,11.49661417
CBG00055,6.490362497,6.661889922,6.572259383,6.146809952,5.826217163,6.121708521,6.275538121,6.575020161,6.397054391,6.756660872,6.509370127
CBG00056,6.390104907,6.422040284,6.29212427,5.360599887,5.362720395,4.804366496,5.112391411,5.139121994,5.200608361,5.719617261,5.718900745
CBG00059,6.214682109,6.336990921,5.95523386,6.766424168,6.705360205,6.897960675,6.567008473,6.471614386,6.693132103,6.462264471,5.802557058
CBG00060,5.599370934,5.73497811,5.512478696,6.245735635,6.447290145,6.464634556,6.585524304,6.53463315,6.493116886,5.83178651,5.775380278
CBG00062,8.987602547,9.060074408,9.013060079,7.090847159,7.409223966,7.58740257,7.123728947,7.135857128,7.424655722,9.717799537,9.942021261
Cbr-gei-3,10.98222665,10.75235076,11.00992581,10.39409576,10.13002185,10.06529814,10.46542451,10.26665103,10.61736722,10.5899463,10.4711232
Cbr-abf-6,7.625930698,7.618139167,7.651104154,6.632480392,6.671437037,6.614808427,7.819717494,7.647219773,7.169056277,7.450786256,7.497222609
Cbr-abf-5,6.583444806,6.648113422,6.839896753,6.337391999,6.467507257,6.550177788,7.007793078,6.777509597,6.795226596,7.368628627,7.198070974
Cbr-alh-13,9.257509518,9.231786481,9.389671966,8.317655373,8.354465277,8.700054905,7.89304262,7.986275414,8.767036141,11.13333088,11.28079297
Cbr-cept-1,10.51640494,10.5244896,10.52493264,9.035948969,9.009461054,9.264544202,8.486587935,8.432822743,8.237228962,9.931491193,10.07322307
CBG00078,8.093139148,7.761364475,8.138675474,6.541341173,6.802261326,6.049951844,6.509840969,6.492960963,5.250709341,6.097206788,5.953071241
Cbr-pgp-14,10.67078601,10.46636898,10.67079194,9.458999382,9.30653989,9.339570323,9.289285125,9.269124578,9.189822313,10.35046162,10.49472054
CBG00082,6.670383217,6.648113422,6.495967483,6.380847514,6.249363349,5.919785075,6.203337404,5.553312671,6.055369451,6.806511441,6.463557417
Cbr-pgp-13,11.13064947,10.98565764,11.19239562,10.65824229,10.4309715,11.09386569,10.87675295,10.76272904,10.67740235,12.3411286,12.25020003
Cbr-rgs-2,8.152490758,8.091395816,8.348171222,8.083513786,7.938443752,7.56388132,7.382270421,7.552939354,7.586293619,8.389820643,8.290304445
Cbr-pgp-12,7.90853212,7.839656294,8.00278744,7.510451284,7.249980311,7.205550923,7.086157067,6.907693121,7.021130443,8.277771248,8.141152185
Cbr-ugt-50,8.675364467,8.635989062,8.66327532,8.185291797,8.296591407,8.047985804,8.378875752,8.25396508,8.669756033,9.043062017,9.082829665
Cbr-adt-1,8.031210894,7.78591769,8.034123607,6.197262285,6.654146038,6.614808427,5.112391411,5.212478471,6.5236204,10.00655675,9.815083421
Cbr-nhr-17,7.690592813,7.50402204,7.609918267,7.519716597,7.524748331,7.924784534,9.506734155,9.603020674,10.28868805,7.510866189,7.268401454
Cbr-nlp-76,5.569484382,6.0626941,5.930661095,6.066987838,5.923903556,5.565475341,6.099993713,5.911433438,5.865759352,6.062765114,6.086260188
CBG00099,7.07279686,7.041572777,7.143264479,6.56008051,6.564136635,6.749651578,6.757720037,7.026507334,6.924078157,7.301977037,7.327156023
Cbr-col-182,10.40548838,10.69887119,10.6533461,7.176077861,7.409223966,8.070291304,5.364222612,4.96396192,7.336276263,12.05380959,12.32752776
Cbr-ivns-1,10.69297195,10.53350343,10.55566634,11.19805041,11.16669136,10.8090644,10.95699632,10.84570499,11.30805186,11.44892154,11.41145122
CBG00105,8.008425113,7.816023312,7.864244986,7.321689453,7.249980311,7.439993545,6.881146217,7.249353842,7.311171088,7.867592091,7.785901102
Cbr-npr-4,6.504072378,6.591530039,6.699362581,6.59677669,6.487414164,6.253686656,6.099993713,6.382521571,6.199622836,6.606316394,6.59644467
Cbr-scd-1,9.752194472,9.78319609,9.907122176,9.345120773,9.282420014,9.250030878,8.851144222,8.619751095,8.980897194,10.26778955,10.24469324
Cbr-lips-1,6.162238368,6.30131501,5.826721278,5.981465172,6.318821713,6.482198269,5.721078359,5.341377832,5.964421173,6.756660872,7.035598714
Cbr-tbc-13,7.661567055,7.645282245,7.89305405,8.258505253,8.419975592,8.299800934,8.284292474,8.063163931,8.27193191,8.063679615,8.248028238
Cbr-atf-6,8.003823904,7.845503584,7.710716856,8.285695235,8.190756936,8.002299614,8.067685532,7.897373208,7.993649768,8.281195182,8.217673119
CBG00120,11.37152924,11.80325849,11.84763366,11.29516977,10.95009351,10.87196443,10.53982039,10.34109481,10.58079797,12.65608607,12.58295808
Cbr-cdf-2,7.279903287,7.330255543,7.439852382,6.797918507,6.921512788,6.819087237,6.95294961,6.811248267,6.445977454,8.559987986,8.451654791
CBG00124,9.1330744,9.067549954,9.054210672,9.627294205,9.727552321,9.535755306,9.751498233,9.63752838,9.633827822,9.411831844,9.283938411
CBG00125,7.272185698,7.141419546,6.978207746,6.292397117,6.070346345,6.410466693,5.956942015,6.236007685,6.237904254,6.816264166,6.86286265
CBG00126,8.583107358,8.739553358,8.753563797,8.102010089,7.800884539,7.930899435,8.704920104,8.813598612,8.962477178,8.171043838,8.098917551
Cbr-tsct-1,7.785052997,8.1157352,7.755406545,7.353237206,7.605564796,7.431332793,8.183009257,8.035682006,7.993649768,8.023289001,8.269322548
CBG00129,4.636686495,4.877547594,4.961463448,5.304809179,5.719111166,5.443125599,5.986971065,5.553312671,5.146989742,5.510801458,5.455907932
CBG00131,7.500190345,7.611271096,7.61686653,6.146809952,5.954693518,6.410466693,6.657097108,6.575020161,6.256612432,7.463009481,7.725274769
Cbr-lin-2,8.305900055,8.346957002,8.538163334,8.045785696,7.985947154,7.978895153,7.45231551,7.054668965,7.572342496,8.917028879,8.89615202
CBG00135,8.947621481,8.809631436,8.95176379,8.880990549,8.836059208,8.842440729,8.621530302,8.479347894,8.589637214,9.220679935,9.260813673
Cbr-nekl-3,7.439722683,7.618139167,7.447690267,6.667247813,6.935709794,6.56663521,6.691486889,6.575020161,6.693132103,7.792514073,7.969372506
Cbr-glb-13,7.142497247,7.041572777,6.944923097,6.782263376,6.688506424,6.499527884,6.470290404,6.513963253,6.693132103,6.756660872,6.827885836
CBG00140,6.390104907,6.661889922,6.615995525,6.066987838,5.892266882,6.56663521,6.044822085,6.382521571,6.611090882,5.95301847,5.659262229
CBG00142,8.841232352,8.830298342,8.802718016,7.960445239,7.931526251,8.025325772,8.067685532,8.17439347,8.232831266,8.694255997,8.725274638
CBG00143,8.484506805,8.646021877,8.497651139,8.811768698,8.668120843,8.80649167,8.642836323,8.734919162,9.169326072,8.601603737,8.749670414
CBG00148,5.404439853,5.506594595,5.54861583,5.509666192,5.246921224,5.301949903,5.466554806,5.399132564,5.089082808,5.933684442,5.243947356
CBG00168,5.048474364,4.95824806,4.656782547,5.109620104,5.18214647,5.639325078,5.828314951,5.504653033,5.987824965,5.242646509,5.243947356
CBG00170,4.348656253,4.348656253,4.348656253,4.692116706,4.348656253,4.990503977,6.126660943,6.311386109,5.50135753,5.45089453,4.950761186
Cbr-tsp-11,6.682351063,6.661889922,6.803000258,6.292397117,5.892266882,6.167290723,5.513772104,5.766723833,6.218911052,6.928130817,7.170751166
Cbr-tmbi-4,10.14283263,10.29036738,10.2209386,10.07357412,9.996460314,9.998905879,10.04132069,10.09192785,10.5459269,10.19643532,10.29312022
CBG00175,5.404439853,5.389642222,5.209020287,5.03082764,4.942061645,5.192672959,5.183397053,5.139121994,5.425372235,5.353021843,5.377196599
CBG00178,6.881310211,7.112216503,6.887579026,7.152257189,7.108015422,7.121346579,7.034413594,6.892087249,6.901541667,6.583379102,6.366755937
CBG00180,5.506855092,5.610800116,5.681365846,5.03082764,5.246921224,4.804366496,4.348656253,4.96396192,4.653694044,5.317823569,5.335069969
CBG00181,7.116769986,7.346973842,7.308089347,5.981465172,6.070346345,5.891904444,6.757720037,6.844164693,6.07705853,7.023189282,6.919226569
CBG00182,6.281330473,6.501820076,6.363738751,5.951518739,6.070346345,5.947005196,5.721078359,5.911433438,5.916150318,6.062765114,6.147680652
CBG00185,8.874234976,8.733294895,8.943572479,8.993822385,8.886756841,8.893175444,8.82530264,8.865051961,8.846707425,8.86106959,8.893418768
Cbr-ajm-1,11.14317858,10.9751111,11.12408374,10.63421728,10.35981703,10.07080986,9.969102761,9.834793948,9.826369162,11.51809953,11.41288084
CBG00192,6.670383217,6.532410566,6.495967483,7.617805626,7.42915014,7.555952885,7.928333712,7.727007494,7.61378869,6.560035564,6.332792489
CBG00196,9.814909679,9.596168856,9.742393695,9.254754394,9.048141102,8.960134875,8.87652932,8.768574071,8.85243693,9.388291757,9.430538799
CBG00199,6.828921989,6.988795578,7.073472455,5.951518739,5.826217163,6.189461599,5.721078359,6.00905615,6.119298531,7.557148646,7.767983918
Cbr-nep-22,11.11642292,11.22031292,11.16275965,11.12722672,11.01976971,11.50136829,10.63516567,10.61939007,11.54411018,12.30474027,12.3582746
Cbr-snf-12,7.404968991,7.072293056,7.308089347,6.380847514,6.600879123,6.533511376,6.044822085,5.599681391,5.60514441,7.274399224,7.437738949
CBG00204,5.881833377,5.92298545,6.002876481,4.692116706,4.348656253,4.671558963,4.348656253,4.96396192,4.653694044,5.065870338,5.194200602
CBG00205,5.538671244,5.577267132,5.394983619,6.010664721,5.859726129,5.947005196,5.986971065,6.039870893,5.757626727,5.386848306,5.905080626
CBG00206,5.599370934,5.20456896,5.352184743,4.348656253,4.942061645,4.671558963,5.308246547,4.85230617,5.089082808,5.281095551,5.492881335
CBG00212,8.008425113,8.279709709,8.114468168,7.98725253,8.333690008,8.364290972,8.289714364,8.063163931,8.314159026,8.657909607,8.933881687
CBG00215,5.201701642,5.506594595,5.649757956,5.109620104,4.942061645,5.131611284,5.248263189,4.96396192,5.146989742,5.510801458,5.562806102
CBG00220,5.473948251,5.30223808,5.259585541,4.94078811,4.942061645,4.990503977,4.94296397,5.139121994,4.955387721,5.065870338,5.29076311
CBG00223,5.288807887,5.347044936,5.259585541,5.245027009,5.362720395,5.639325078,5.248263189,4.96396192,5.668824327,5.481322306,5.335069969
CBG00224,5.367580205,5.389642222,5.681365846,5.59745139,4.834296272,5.443125599,5.466554806,5.553312671,5.146989742,5.671259409,5.659262229
CBG00227,5.439849304,5.610800116,5.474932533,4.348656253,4.348656253,4.804366496,4.348656253,4.70568995,4.653694044,4.734829376,4.348656253
CBG00230,5.473948251,5.430295375,5.032536889,4.692116706,5.415257161,5.131611284,4.693390515,5.057398743,4.955387721,5.317823569,5.528472443
CBG00231,9.754919547,9.747992263,9.877367306,8.8266214,8.775840455,8.68572814,8.353223387,8.596503309,8.540748145,9.450229931,9.705747921
CBG00232,7.09055462,6.988795578,6.956108244,6.59677669,6.754684267,6.294738624,6.529175354,7.122652962,6.445977454,7.419754276,7.602399658
Cbr-twk-18,9.443061089,9.804210933,9.80093137,8.343754136,8.468405208,8.660307033,7.726413622,7.920124931,7.845588195,9.535558269,9.751688642
Cbr-nmur-1,5.538671244,5.897978579,5.95523386,5.360599887,5.464914717,5.485674143,5.513772104,5.599681391,5.297855082,5.594227421,5.562806102
Cbr-aexr-3,5.538671244,5.897978579,5.512478696,5.554535623,5.680904574,5.351579658,5.183397053,5.341377832,5.57174484,5.765878291,5.880310401
Cbr-trk-1,7.108086713,7.072293056,7.093775597,6.828694339,6.636627147,6.676428198,6.450054256,6.236007685,6.42987521,7.246264622,7.327156023
Cbr-acs-22,11.05365283,10.99024761,11.0812393,10.78034227,10.68800604,10.76979474,10.8936947,10.78443792,11.18824148,10.98074933,10.9865059
Cbr-nlp-14,9.141435437,8.961859405,9.194228169,8.687071568,8.333690008,8.460105663,8.939818244,8.89201302,8.846707425,9.128937271,9.051309953
Cbr-cyn-8,8.663788306,8.50978162,8.643166271,8.973955181,9.09814788,9.157145675,9.225853766,9.114298734,8.943818127,9.043062017,8.923202445
Cbr-ensh-1,7.045723574,7.160551327,6.989125131,6.828694339,6.487414164,6.897960675,7.35114482,7.109321449,6.732333627,7.394424653,7.526046555
CBG00250,7.500190345,7.131753563,7.237234072,7.582921268,7.614265092,7.255697023,7.885878063,7.628860716,7.1019916,7.981720146,7.460341501
CBG00253,9.637260432,9.559553395,9.6532207,8.052143438,7.985947154,7.990645457,7.726413622,7.927628673,7.749966167,9.026882229,9.349172471
CBG00256,6.658306841,6.911314179,6.777830275,6.380847514,6.318821713,6.410466693,6.227872081,6.039870893,6.706327356,6.816264166,6.930224669
Cbr-gst-42,9.689477066,9.89235981,9.771959732,8.792984264,8.771991638,9.026955967,8.840126112,8.829627536,9.309107253,9.502323425,9.73501328
CBG00258,5.246444588,5.506594595,5.352184743,5.413035947,5.032288234,5.249179952,4.94296397,4.70568995,5.146989742,5.481322306,5.417404963
CBG00261,6.807385712,7.216411712,6.978207746,7.013352896,6.6188738,6.645975685,7.564820983,7.700908322,7.432420519,7.67187293,7.725274769
CBG00263,6.390104907,6.167795226,6.135306025,5.951518739,5.680904574,5.863323981,5.513772104,5.599681391,5.537185164,6.256182491,6.243667077
Cbr-lact-7,5.835626125,6.388695401,6.480159531,5.360599887,5.246921224,5.674342597,5.033323069,5.057398743,5.425372235,7.806897012,7.749837391
Cbr-rsd-3,9.685197231,9.786217037,9.742393695,9.395743256,9.30653989,9.323489176,9.147638526,9.187592241,9.348120324,9.799758881,9.922072629
Cbr-del-3,5.329103549,5.389642222,5.617153805,5.678194612,5.75599682,5.351579658,5.112391411,4.85230617,5.425372235,5.99074836,6.107081214
CBG00285,9.912100484,10.12844879,10.10836352,9.279232323,9.244078031,9.547667462,10.82469994,10.88833591,10.92001317,9.022808683,9.063514787
CBG00286,6.839562877,7.062128933,7.113784333,6.443386392,6.318821713,6.582889247,6.509840969,5.944894151,6.09836311,7.224784042,7.25980212
CBG00288,7.13397456,6.956125645,6.827709439,6.828694339,6.96366849,6.910672224,6.99428667,6.892087249,7.196833074,7.014814996,7.085400438
CBG00290,7.564462108,7.511431686,7.478611545,8.108122622,7.952178681,7.893809364,7.996393879,8.129637758,8.338909766,7.782843788,7.595626804
CBG00291,8.451196923,8.498745337,8.497651139,8.960556228,9.101216332,9.024114357,8.950100724,8.918477671,8.986117006,8.436596865,8.273543623
CBG00292,12.04376098,11.90607174,11.96573659,12.2481497,12.24644769,12.26570988,12.32273252,12.31096073,12.00036919,11.64822465,11.49436519
CBG00293,10.94990424,11.09380512,11.05174126,9.958799893,9.956395011,10.13929728,9.735753134,9.755330786,9.816158628,10.49622895,10.64260743
Cbr-bckd-1B,10.86735398,10.97841519,10.94586186,9.857746187,9.758953286,10.02327454,9.525174607,9.671228911,9.792544997,10.3059563,10.53291896
CBG00297,10.10275802,9.924245044,10.07629857,10.26670483,10.10580807,10.1168277,9.995784298,9.875833723,9.935503574,10.16632145,10.10187683
Cbr-lsy-22,10.73841152,10.67218532,10.52218913,11.28715417,11.30866418,11.28495298,11.03059331,11.04813126,11.32563195,10.59885497,10.47751441
CBG00301,12.87112319,13.02842292,12.91130339,12.51416374,12.59566749,12.63020631,12.58753602,12.65217583,12.56006715,12.66964438,12.80589076
CBG00302,11.32875117,11.41624768,11.38537696,7.222526039,7.337161843,8.019604022,7.07340229,6.983151659,7.233024894,9.414941649,9.610887049
Cbr-gld-1,14.35459568,14.38753744,14.30816621,14.82176045,14.89340656,14.8891248,14.53207436,14.51969303,14.72141589,13.71986396,13.60603828
CBG00304,10.28249491,10.22063797,10.1132339,10.68696005,10.75958161,10.79747845,10.86775566,10.96003626,10.7799938,9.711492108,9.677463607
Cbr-rlbp-1,7.746917245,7.658660719,7.828884816,7.651848862,7.640048895,7.547979592,7.519031715,7.430784263,7.731296303,7.758375564,7.838333695
Cbr-lron-9,8.360782742,8.309520007,8.253915529,7.52892132,7.853126417,7.789891647,7.734427864,7.744143494,8.009189089,10.19914201,10.25323302
CBG00308,9.719085182,9.64191854,9.545601645,10.26125832,10.29034961,10.22088054,10.19168669,10.060067,10.3044227,9.804507606,9.41729301
CBG00309,10.96879801,10.61728498,10.82344224,11.61844736,11.45297825,11.39172236,11.47346235,11.33332671,11.24911928,10.87132818,10.45917813
CBG00310,10.29377928,10.44550819,10.33163892,10.65409267,10.85888634,10.8576906,10.82469994,10.96185194,10.85098791,9.75630118,9.696381369
CBG00313,6.030311199,5.73497811,5.770893419,5.509666192,5.641254097,5.603074223,5.601833156,5.644013179,5.839696838,5.695715013,5.628114437
CBG00314,5.628398011,5.846252857,5.879881791,5.920778974,5.984688334,6.098260937,6.203337404,6.236007685,6.010770933,6.179259716,5.85498716
CBG00315,5.154178252,5.20456896,4.656782547,5.638614814,5.791667896,5.131611284,5.601833156,5.553312671,5.537185164,5.481322306,5.528472443
CBG00316,5.599370934,5.25488864,5.512478696,5.678194612,5.680904574,5.772925789,5.861863857,5.944894151,5.987824965,5.719617261,5.747509753
CBG00317,5.684104455,5.70528216,5.712049674,5.823255359,5.859726129,5.485674143,5.364222612,5.504653033,5.464136052,5.914021003,5.85498716
Cbr-del-4,5.710883738,5.763875168,5.617153805,5.856707888,5.415257161,5.639325078,5.364222612,5.87696621,5.297855082,5.481322306,5.905080626
CBG00320,7.545486666,7.833784827,7.828884816,5.638614814,5.719111166,6.253686656,5.601833156,5.553312671,5.81301248,6.410473994,6.742568733
Cbr-ego-1,12.02667675,11.81956073,11.9433554,12.42991626,12.24748527,12.27647945,12.12625979,11.9544663,12.09867334,11.5618574,11.30511967
CBG00322,6.961147582,6.532410566,6.739170125,6.172294915,6.507021098,6.37304553,6.603783695,5.944894151,6.41356944,6.825947009,6.779796675
CBG00325,8.353585503,8.313728365,8.284584889,7.187836437,7.120417614,7.322999915,7.976315268,8.096787933,7.000149794,8.311647305,8.379135893
CBG00329,6.583444806,6.438394334,6.557352048,4.348656253,4.348656253,4.348656253,4.94296397,4.348656253,4.348656253,5.242646509,5.455907932
CBG00331,6.961147582,7.287562712,7.042445516,5.03082764,4.692862253,5.131611284,4.693390515,4.96396192,4.348656253,5.45089453,5.377196599
CBG00333,6.583444806,6.591530039,6.712763748,6.888223759,7.144893121,7.031677001,6.95294961,6.923122195,6.782880985,6.499792323,6.297895238
CBG00334,10.01456342,10.17066481,10.05494072,10.75052969,10.8082143,10.73984073,10.71660074,10.75541952,10.8243183,9.828019324,9.769662544
Cbr-arf-6,10.50996905,10.50537515,10.43735878,10.80768438,10.98618137,10.96219386,10.74930185,10.82390751,11.00526709,10.18555746,10.09951065
Cbr-rad-54.B,9.700828199,9.778652763,9.846985208,10.20421235,10.19027476,10.18321242,10.18010165,10.07524678,10.14577486,9.678240878,9.511119525
CBG00337,7.506751185,7.671913768,7.447690267,4.348656253,4.692862253,5.398520943,4.693390515,4.70568995,4.348656253,5.95301847,6.332792489
Cbr-rom-4,10.61939664,10.49063979,10.55566634,11.49223311,11.38984822,11.31544469,11.20073858,11.03697861,11.31686869,10.69593876,10.40080721
CBG00340,10.18788458,10.05647132,10.09488452,10.88319097,10.92609953,10.9420405,10.91131573,10.85159302,10.78971371,9.920597391,9.494999816
CBG00341,11.22059083,11.28684908,11.18374219,6.094184741,6.27294511,7.413849218,5.721078359,5.841417398,6.010770933,8.487826981,8.691039005
CBG00342,9.214576,9.288311977,8.96531312,10.43094518,10.47180091,11.05894156,11.21924805,11.25848531,11.77804819,9.971097202,9.972082826
CBG00344,5.787423827,5.897978579,5.512478696,6.094184741,6.070346345,6.274380392,6.321460957,6.127820463,6.397054391,6.462264471,6.16748495
Cbr-gcy-25,6.248450697,6.147488991,6.025992655,6.146809952,6.426752022,6.098260937,6.298708493,6.427837236,6.461881673,6.342655016,6.043504261
CBG00352,7.48032216,7.77981913,7.574654352,4.348656253,4.348656253,5.249179952,4.693390515,4.348656253,4.348656253,6.910114033,6.804055396
CBG00355,9.01744343,8.870761268,9.111375514,7.424195209,7.614265092,7.796614182,7.76603905,7.904997632,8.863827864,10.0188665,10.15069014
Cbr-col-138,12.33246801,12.63636563,12.59710954,5.753155288,6.070346345,10.04863541,5.956942015,6.069907869,6.625121356,13.67302508,13.95838405
Cbr-flp-17,8.975958364,8.827364064,8.867671379,8.590245457,8.395132688,8.493417656,8.448350204,8.628945763,8.656709658,8.776455979,8.826211173
Cbr-cnnm-1,9.635782609,9.655199647,9.785755765,8.762408735,8.728959653,8.936145272,8.234547671,8.19935227,8.371258751,9.552598501,9.625767221
CBG00361,6.107451418,5.947460197,6.025992655,5.78876493,5.719111166,5.639325078,6.016250326,5.841417398,5.865759352,6.009167338,6.280078148
Cbr-npr-32,5.926232347,6.040528062,5.741873274,5.78876493,5.859726129,5.526394593,5.112391411,4.85230617,5.342471116,5.719617261,5.953071241
CBG00364,6.999382135,7.234543398,7.093775597,5.889194433,5.719111166,5.834000314,5.513772104,5.279462568,6.033279454,7.753430828,7.64892118
Cbr-mboa-4,9.541064153,9.582329618,9.785755765,5.59745139,5.362720395,6.749651578,5.416830688,5.212478471,5.384888798,8.84269246,8.993794075
CBG00366,11.51138463,11.51783392,11.54928727,11.38616081,11.38482731,11.31195914,11.13776566,11.06089344,11.13586146,11.02209096,11.0212893
CBG00368,10.42357869,10.58903068,10.42174118,6.221735324,6.124223762,7.077240813,6.152756122,6.069907869,5.699257396,8.585102021,8.672015121
CBG00370,9.757639478,9.774095067,9.718615899,8.662435527,8.307289517,8.911748577,9.862592189,9.782308274,9.221136253,9.40715451,9.546308089
CBG00373,10.32619644,10.19131816,10.25769168,5.753155288,5.680904574,6.598945271,5.308246547,5.341377832,5.57174484,8.260527536,8.327313402
CBG00374,9.756280154,9.76799563,9.704158585,9.5843027,9.548189428,9.434599119,9.940201844,9.985249905,10.35062198,9.936907375,9.955168607
Cbr-ifta-2,6.010220888,6.207428793,6.070917936,6.443386392,6.341150542,6.189461599,6.072724831,6.449910927,6.445977454,6.651031333,5.775380278
CBG00376,11.90474644,11.63927742,11.83626784,12.58942273,12.40115281,12.32368327,12.40245393,12.2133659,12.26574278,11.93032076,11.56464826
Cbr-slc-17.4,8.507371531,8.625885617,8.69942584,7.980597873,8.012397011,7.803305012,8.358390762,8.211670058,8.034717186,8.408714825,8.626620317
Cbr-zipt-7.1,10.42272237,10.44646298,10.3718166,10.90779675,11.1153247,11.0658564,11.05299182,11.03352961,11.1573888,10.17825969,10.05867975
Cbr-nra-1,10.84131827,10.78668169,10.77740322,11.58940848,11.5720618,11.49215786,11.50745637,11.43681953,11.65051173,10.69593876,10.52147693
Cbr-npr-26,6.179968611,6.336990921,6.328436892,6.146809952,6.363093941,6.049951844,5.558783364,5.553312671,6.055369451,6.285670669,6.59644467
