gene,day1r1,day1r2,day1r3,day3r1,day3r2,day3r3,day6r1,day6r2,day6r3,day9r2,day9r3
CBG12167,4.921895561,4.95824806,5.032536889,5.413035947,5.306821173,5.834000314,5.758009488,5.727371773,5.425372235,5.83178651,5.718900745
CBG12168,7.690592813,7.651987311,7.742781273,8.909167804,9.131546224,8.852090918,10.1698878,10.11332863,10.21178822,9.109865381,8.633193859
CBG12171,11.43234485,11.4451911,11.5362041,11.3986148,11.33167741,11.12531874,12.17119441,12.21982883,12.7443494,11.20553809,11.10268057
CBG12174,10.51479866,10.44550819,10.38093152,10.86804434,11.001844,11.05338572,11.04662766,11.00827461,11.14054332,10.05318393,10.01414823
CBG12175,8.33908155,8.266741204,8.519890475,6.292397117,6.363093941,6.720841221,6.321460957,6.382521571,6.311118846,7.463009481,7.540240173
Cbr-swsn-2.2,10.88673216,10.78592759,10.85648766,11.49048888,11.59724096,11.61839489,11.47405529,11.50377777,11.57297143,10.75965727,10.62790834
Cbr-exoc-7,10.73703452,10.63999738,10.64999903,11.3487824,11.4797152,11.44890981,11.45195246,11.38836557,11.54012944,10.8271087,10.60973691
Cbr-tufm-2,10.64752069,10.59334738,10.55298073,11.09008279,11.08778049,11.04710972,10.98055782,10.85355037,10.90426905,10.59200704,10.520593
CBG12180,9.590728017,9.578848936,9.492364075,9.804431966,9.944496413,9.982915533,9.905441854,10.1034908,9.756382851,9.197383691,9.184661428
Cbr-met-1,11.73304707,11.45755512,11.58038693,12.39180272,12.25953556,12.22088021,12.10727519,11.91752326,12.15355134,11.66528595,11.20525003
CBG12182,11.08321352,11.04925351,11.01708803,11.20515793,11.16449565,11.29734463,11.3606318,11.42370552,11.16315227,10.4954952,10.42084375
Cbr-cdc-6,11.30525182,11.14115519,11.17037193,11.78233165,11.79943474,11.78813622,11.74166363,11.77455116,11.69614498,10.78629781,10.54427092
CBG12184,9.950639936,9.89376089,9.862979485,5.716333885,5.464914717,6.56663521,5.364222612,5.553312671,5.57174484,7.998493524,8.103672484
Cbr-scpl-3,8.507371531,8.704789294,8.750435084,8.891621853,8.897391806,8.573461,8.171299362,8.161748611,8.613470823,8.427363016,8.394711126
CBG12186,11.11536349,11.14410037,11.07126499,11.62429169,11.77133498,11.76240345,11.6444001,11.69000013,11.8459079,11.56919738,11.54696194
Cbr-anc-1,10.7864624,9.879688418,10.66001704,11.48115053,10.37255694,9.990205868,9.919446598,9.178241278,9.671539217,11.41634577,10.61388693
Cbr-dhc-1,13.9230599,13.43910869,13.69396963,14.92652274,14.38531964,14.3393913,14.19860188,13.8155246,14.00155194,13.91223013,13.42978786
CBG12198,6.729177667,6.817004358,6.790474006,4.833249248,4.348656253,4.990503977,4.348656253,4.85230617,4.653694044,5.765878291,5.905080626
Cbr-tiam-1,7.667420061,7.736378444,7.786486345,7.000001567,7.082871753,7.05464743,6.9388882,6.53463315,6.757844943,7.912577606,7.916232436
CBG12201,9.149748173,9.024665455,8.899079357,5.245027009,4.692862253,6.144712195,4.94296397,4.70568995,4.955387721,7.308787135,7.69395997
CBG12202,7.208854635,7.50402204,7.399992354,4.348656253,5.032288234,5.565475341,5.308246547,5.399132564,5.025780543,6.256182491,6.297895238
Cbr-marc-6,11.7413113,11.5354371,11.58433725,12.17908395,11.99621375,12.00942052,11.95207042,11.74480703,11.86158826,11.60262469,11.38838243
Cbr-spt-16,13.29496375,13.05072198,13.15122055,14.0041136,13.86844162,13.89984019,13.92801074,13.83657995,13.75264168,13.01973752,12.79277383
CBG12205,7.279903287,7.031178348,7.181619398,7.510451284,7.690246774,7.789891647,7.856853106,7.826847654,7.408995961,6.704889331,6.553629107
CBG12207,5.246444588,5.643260787,5.770893419,5.753155288,5.954693518,5.74106171,6.126660943,6.183101141,5.839696838,5.567194234,5.29076311
CBG12208,7.77426134,7.704513077,7.65785324,7.090847159,6.848218068,6.735323775,6.251932258,6.236007685,6.807460228,7.792514073,7.731455468
Cbr-rbm-12,10.73082169,10.77304722,10.69210321,11.60507606,11.52662733,11.54309399,11.26929914,11.22712466,11.45717887,10.92462548,10.68897717
CBG12210,10.20192902,10.04768814,10.13853691,10.57289283,10.56576231,10.44537326,10.45344547,10.47682118,10.42255525,9.91402137,9.969493522
CBG12211,7.75242843,7.698053024,7.595918286,6.766424168,6.802261326,6.832555686,7.693895193,8.035682006,7.021130443,7.143050808,6.973352076
CBG12212,8.049180818,8.056607604,8.157750065,8.026540549,8.05753483,7.912475306,8.642836323,8.797388848,8.626914368,8.178412399,7.767983918
CBG12214,7.418973979,7.243521351,6.887579026,7.052645397,6.833071966,6.661289076,7.693895193,7.94251846,6.782880985,7.487141447,7.065695333
Cbr-csnk-1,12.65558842,12.47241502,12.57323577,13.1460421,13.10595356,13.05311452,12.81236266,12.75417573,12.95368203,12.4630261,12.20525664
Cbr-ced-12,11.33422523,11.31639201,11.31685657,11.86811843,11.89302235,11.85592428,11.90183463,11.88822719,11.86442101,11.22292813,11.03125259
CBG12218,8.160771666,7.979073645,8.231598989,9.590833781,9.581508053,9.505536686,10.03811536,10.15678654,9.915147986,8.243073351,8.343459523
Cbr-aha-1,9.086199493,9.042478887,9.101595561,9.398228261,9.601135514,9.185391776,9.483346567,9.64659254,9.593395238,9.431926567,9.537591205
Cbr-mrpl-34,10.0360034,9.903530504,9.855731355,10.35244325,10.39520892,10.57123986,10.5667583,10.58563621,10.40806448,9.576398921,9.551513013
Cbr-lid-1,10.74184829,10.69325166,10.60230554,11.33524099,11.32251613,11.38399693,11.6359467,11.62388401,11.35513573,10.47628565,10.17897996
Cbr-ttbk-2,10.67294801,10.65659373,10.66417077,7.245180522,7.144893121,7.789891647,6.9388882,7.38758492,6.693132103,8.756956476,8.965451566
Cbr-dao-5,12.97566185,12.99993358,13.00252722,13.25672396,13.28201203,13.31853413,12.78036078,12.71810908,13.11297432,12.78790381,12.59560207
Cbr-rsa-1,10.57229898,10.31567041,10.4642891,11.43836333,11.32120261,11.37734205,11.49231665,11.46973042,11.24966109,10.49108489,10.2252918
Cbr-iars-2,11.40225751,11.21975466,11.28861796,11.75837337,11.66817941,11.66695164,11.53840168,11.45369144,11.44113957,10.91587824,10.80459166
Cbr-fath-1,11.01156462,10.93961447,10.84042669,11.72315903,11.78569138,11.82242838,11.86116334,11.84608846,11.80336375,10.83640941,10.68582668
Cbr-sup-46,11.64292058,11.59002029,11.55421898,12.01366187,12.10744925,12.01121266,12.16239233,12.12943147,12.09113551,11.25362467,11.10916235
Cbr-fkh-10,5.246444588,5.20456896,5.154899578,5.554535623,5.306821173,5.351579658,5.364222612,5.341377832,5.200608361,5.114293828,5.29076311
CBG12233,10.1888923,10.13793753,10.11566293,10.74663763,10.62445594,10.71454158,10.7275837,10.83087887,10.63489515,9.740280386,9.622473772
CBG12234,10.53712543,10.49526078,10.52035722,10.89818019,10.90169966,10.91701997,11.03622563,11.0429946,10.81042903,10.14120624,10.01163346
Cbr-lin-11,7.397913671,7.261305346,7.416072575,6.873584437,6.545373356,6.464634556,6.152756122,6.127820463,6.397054391,7.504972412,7.430123155
CBG12237,7.961730128,7.897073643,8.084866758,7.424195209,7.057261087,7.245811393,6.773779753,6.968389568,7.1019916,8.615211653,8.629910852
CBG12241,10.83811079,10.88713904,10.80775806,11.26691811,11.18846653,11.21513913,11.28222249,11.32981604,11.16545122,10.7168632,10.53816943
CBG12242,5.048474364,5.25488864,5.154899578,5.03082764,5.032288234,5.526394593,5.033323069,5.212478471,5.425372235,4.956566715,5.29076311
Cbr-ncl-1,9.840790881,10.05647132,9.838185663,9.970530473,9.958086822,9.904826544,9.117555965,9.184481999,9.946243483,9.561043621,9.587430248
CBG12246,6.179968611,6.167795226,6.002876481,5.716333885,5.791667896,5.947005196,5.601833156,5.212478471,5.839696838,5.99074836,6.262004898
CBG12247,5.881833377,6.084457238,5.826721278,5.245027009,5.464914717,5.443125599,5.466554806,5.279462568,5.297855082,6.114065709,6.38340448
Cbr-slc-17.3,5.656624934,5.577267132,5.54861583,5.856707888,5.791667896,5.674342597,6.044822085,6.127820463,6.256612432,5.510801458,5.417404963
Cbr-snr-5,11.57441733,11.56518584,11.51474506,11.63538373,11.7367779,11.88162354,11.89918803,12.03600802,11.81878077,10.92462548,10.92303892
Cbr-cuc-1,9.389686828,9.521982955,9.429288794,8.859489081,9.167117854,9.288412577,9.723830375,9.868106187,9.164731435,9.413387586,9.60922417
Cbr-tomm-7,9.731590481,9.787725139,9.753357144,9.152454657,9.404146602,9.478824411,9.435400325,9.598356562,9.311187141,9.490581359,9.819403963
Cbr-ufm-1,9.963653419,10.17758219,9.982259922,9.888106356,10.01608297,10.12347283,9.992475989,10.12309978,10.16198803,9.937988174,9.996451991
Cbr-coq-5,10.58076804,10.56021176,10.57697302,10.06890498,10.14791898,10.21217892,10.21458122,10.31006712,10.04196858,10.13179216,10.26383709
CBG12255,10.26731039,10.40678863,10.30847077,10.41876637,10.53888934,10.51777183,10.73452956,10.701016,10.60810019,10.23563307,10.20121882
Cbr-rpl-35,14.86850149,15.06519503,14.96780129,14.61204783,14.81980696,14.97863069,14.72387543,14.82656058,14.84317202,14.62295997,14.81075344
CBG12258,7.928107765,7.78591769,7.742781273,7.115739558,6.738443726,6.897960675,6.450054256,6.127820463,6.782880985,8.126015753,8.173158747
Cbr-pcp-5,10.29565146,10.7052668,10.58925808,10.88584747,11.0846873,11.09183457,11.19283558,11.16622314,11.12763146,10.78269386,10.91834895
Cbr-best-24,8.77016648,8.649350623,8.753563797,8.792984264,8.728959653,8.408639096,7.617874433,7.628860716,8.113464896,8.487826981,8.47014396
CBG12261,8.533063789,8.53520731,8.538163334,5.360599887,5.18214647,5.74106171,4.835038128,4.96396192,5.025780543,6.825947009,7.065695333
Cbr-fahd-1,10.21583798,10.21392458,10.21188587,9.884567586,9.899421228,10.02611455,10.25517304,10.30435328,9.836507869,9.908518341,10.02541073
CBG12265,11.47261286,11.3381588,11.4221374,12.38837255,12.08634173,11.99934318,11.53101232,11.2884554,11.8206052,11.60704635,11.29430096
CBG12266,8.275745187,8.334586495,8.138675474,8.51881428,8.547156553,8.525973085,8.74092132,8.58237165,8.371258751,7.990131527,7.706569139
CBG12269,9.622413549,9.636906393,9.627911503,9.9074158,10.05770403,9.975588141,10.10090572,10.09689476,9.832171439,8.947440016,9.03404732
Cbr-sup-18,7.027374169,6.89987736,6.922274132,6.40203359,6.296092046,6.294738624,5.861863857,5.804702134,6.139879152,6.989381077,7.152234206
Cbr-tyr-1,8.156637214,8.015781729,8.034123607,7.67685371,7.358132426,7.720852634,7.635124842,7.818790858,7.416847702,8.291418083,8.492020649
Cbr-cup-4,7.054807285,7.346973842,7.375520617,6.782263376,6.671437037,6.550177788,6.178306538,6.127820463,6.363372085,7.281344981,7.391411186
CBG12274,7.063831444,7.112216503,7.103816209,6.858785597,6.654146038,6.777856762,7.652167146,7.850747311,7.544019116,6.937050733,7.104827964
CBG12277,5.538671244,5.25488864,5.307163678,5.951518739,5.984688334,5.351579658,6.099993713,5.911433438,5.668824327,5.671259409,5.492881335
CBG12279,7.790418187,7.618139167,7.574654352,5.109620104,4.834296272,5.863323981,4.693390515,4.348656253,4.348656253,6.314483641,6.582326901
CBG12280,5.926232347,5.947460197,5.770893419,4.348656253,4.692862253,4.348656253,4.348656253,4.85230617,4.955387721,5.510801458,5.29076311
CBG12281,6.705969388,6.605904336,6.672149865,6.797918507,6.636627147,6.598945271,6.585524304,6.707381765,6.41356944,7.400800103,7.25980212
Cbr-ran-2,12.08222214,12.05244548,12.10698356,12.44740372,12.33533799,12.34373455,12.24635156,12.10211646,12.21919917,11.75690323,11.70701643
Cbr-npp-15,12.00166863,11.77655783,11.85419231,12.70723771,12.57625391,12.52425287,12.41701975,12.28146084,12.35379802,11.59030889,11.35307242
CBG12286,9.709283251,9.790736617,9.669849841,10.03897733,10.137506,10.19082518,9.926398272,10.048149,10.17231532,9.359526097,9.363056822
CBG12287,8.913840083,9.022102573,9.116240674,8.225179758,8.458849346,8.368788104,8.26790239,8.180674168,8.464139712,9.331820507,9.405841695
CBG12288,7.390822647,7.49657316,7.416072575,4.692116706,4.692862253,4.990503977,4.348656253,4.348656253,4.653694044,6.210603319,6.447920179
Cbr-gly-3,11.30664478,11.21303864,11.22312508,11.5536608,11.5351498,11.42920468,11.53896852,11.54553981,11.51916073,11.29847839,11.26029081
Cbr-kle-2,10.97756998,10.65411642,10.86949671,11.82954659,11.5626441,11.47355868,11.6145939,11.42238754,11.34958636,10.9065258,10.46837541
CBG12293,6.179968611,6.576997415,6.328436892,5.304809179,5.415257161,7.439993545,4.835038128,4.85230617,7.667223146,10.09835016,10.43216943
Cbr-col-90,6.125988887,6.728714406,6.235611627,5.180381281,5.246921224,7.413849218,5.033323069,4.85230617,7.792595959,10.30176509,10.558121
Cbr-sup-26,9.536319173,9.58580191,9.605611387,9.924748155,9.989859618,9.720722243,9.217370156,9.196882838,9.606999233,10.76148939,10.66197605
CBG12300,8.491076882,8.375412464,8.389045107,8.641577493,8.538113068,8.497527744,8.638600349,8.6335211,8.561904968,8.75940844,8.484765455
CBG12302,6.682351063,6.853143174,6.586999767,5.304809179,5.246921224,5.603074223,5.248263189,5.399132564,5.342471116,6.045166075,6.610413064
Cbr-mcm-5,13.08819617,13.02953814,13.05296908,14.06895208,14.0648624,14.00052524,13.89440807,13.84840494,13.9468088,12.76022814,12.59748915
Cbr-nth-1,7.264425128,7.278865108,7.375520617,7.353237206,7.543112288,7.294552564,7.564820983,7.656310623,7.401099994,7.634657582,7.391411186
CBG12305,6.404913458,6.517204839,6.39809032,7.267472094,7.132709506,6.948110758,7.230687803,7.187449324,7.111773729,6.225982539,5.880310401
CBG12306,8.799544834,8.988362723,9.059272695,4.692116706,5.032288234,5.803885401,4.94296397,5.057398743,4.875057,7.048010212,7.142882049
CBG12307,7.466918961,7.092399172,7.063207629,7.764934074,7.793261926,7.706631716,7.669006404,7.572306217,7.62733797,7.239141223,6.930224669
CBG12308,11.10312388,11.03027641,11.08496196,11.63853728,11.5676376,11.68861609,11.81416988,11.84264387,11.595737,11.02971232,10.89534964
Cbr-atp-3,13.43273398,13.59950306,13.51549618,13.05122106,13.22081618,13.23955572,13.0611128,13.09088308,13.11891718,13.18138507,13.32978291
CBG12310,12.13152225,12.10870414,12.09933563,12.33332407,12.37195468,12.34572444,12.30317911,12.34822211,12.18703153,11.76179251,11.70312671
CBG12311,9.003747613,9.011805132,9.0025858,5.304809179,5.464914717,5.565475341,5.248263189,4.85230617,5.025780543,6.901015508,6.779796675
CBG12312,5.787423827,5.469220106,5.681365846,5.678194612,5.600016295,5.443125599,5.643123609,5.599681391,5.384888798,5.481322306,5.377196599
Cbr-erp-44.1,11.69455152,11.76129466,11.69726996,11.81939298,11.8640003,11.85312916,11.69410593,11.72623446,11.83584001,11.5288952,11.52949547
Cbr-coq-1,10.62163701,10.56021176,10.57079102,10.62258402,10.55462603,10.70836782,10.38066891,10.36462167,10.46890192,10.20991825,10.10423914
Cbr-frm-4,11.957129,11.89737116,11.92443545,12.52414388,12.50544953,12.52249475,12.33974901,12.27344252,12.43583451,11.83466121,11.63901383
Cbr-pqn-44,10.99437934,11.0498818,11.0523752,10.95409714,10.87777373,10.79830911,11.51842039,11.49000349,11.71313759,10.97022608,10.87405518
Cbr-wago-1,14.57274167,14.50976081,14.54058349,15.08449525,15.05255105,15.06087471,14.72711229,14.68171808,14.86746702,14.05542904,13.89952166
Cbr-zhp-1,9.4464376,9.401037705,9.458302238,10.11341882,10.1801643,10.26241426,10.28251613,10.44211831,10.12701949,9.107944213,9.155317513
Cbr-ppk-1,10.91805656,10.86445992,10.87452427,11.37296737,11.35497124,11.32642706,11.24031412,11.22334542,11.32563195,10.71623357,10.54427092
Cbr-dhs-2,9.437981434,9.460889576,9.471644391,8.348917262,8.296591407,8.113882375,9.129664565,9.050802587,9.108420101,9.316934122,9.376808574
Cbr-nath-10,11.82469411,11.6775882,11.73803112,11.51700472,11.48851852,11.59611892,11.2382213,11.1826647,11.43733956,11.56535729,11.39852045
CBG12328,11.80643078,11.65133332,11.73092115,12.46438558,12.44854034,12.39212629,12.31050123,12.2465124,12.21559858,11.55940242,11.29585147
Cbr-apm-1,10.10809507,10.19245694,10.1132339,9.60810662,9.61836046,9.659838279,9.605354428,9.598356562,9.615436958,10.34721163,10.386323
CBG12330,5.246444588,5.70528216,5.54861583,5.245027009,5.032288234,5.192672959,4.835038128,5.212478471,5.146989742,5.242646509,5.140964962
CBG12331,10.13134619,10.03504719,10.11929883,5.360599887,5.464914717,6.446829707,5.112391411,5.341377832,5.297855082,8.221843101,8.30687116
Cbr-spe-11,10.95346572,10.95914529,10.97156177,5.509666192,5.464914717,6.791740756,5.308246547,5.341377832,5.250709341,8.496680522,8.46646516
Cbr-aman-3,9.491262289,9.15902399,9.371482513,9.62941047,9.394178273,9.511631337,9.390840085,9.111025786,9.934155442,10.29587687,10.20672535
Cbr-fbxa-145,6.989923083,6.89987736,6.978207746,8.173687673,8.143738442,8.036700815,8.448350204,8.362834471,8.508415894,7.802118881,7.422465794
CBG12335,9.476475186,9.689491064,9.60906472,9.53322244,9.717597521,9.775766315,9.601015154,9.543605009,9.894500814,9.260994718,9.333138951
CBG12336,9.194629215,9.077457301,9.010448652,9.675198806,9.717597521,9.790876044,10.07611677,10.31006712,9.843706383,8.849611452,8.629910852
Cbr-let-526,12.88765967,12.62797541,12.82007452,13.53574336,13.33259214,13.28899687,13.06996459,12.87037004,13.13908791,12.95237035,12.60501287
Cbr-hpo-32,10.80563746,10.73526459,10.72667204,10.94308582,11.11077037,11.09454209,11.11741429,11.0993412,11.13586146,10.11660057,10.04398822
CBG12339,11.0380832,10.86731439,10.87738931,11.58123729,11.49959282,11.50544301,11.39798161,11.41974796,11.3460438,10.63261522,10.47933528
Cbr-mrps-15,10.89107208,10.89625154,10.89516803,10.91734961,11.01652702,11.03869901,10.85415361,10.84373695,10.72961007,10.41396912,10.41514737
Cbr-asg-1,12.58521594,12.57461953,12.54423604,12.4131352,12.3902335,12.49944202,12.5141949,12.61602748,12.3515284,11.89292607,11.99895632
CBG12342,8.217431616,8.399360707,8.301819437,6.902707153,7.204253959,7.275260205,6.757720037,7.109321449,7.021130443,7.539970471,7.575110945
Cbr-pbs-7,12.23097424,12.28020431,12.1582357,12.57933869,12.72594673,12.73542733,12.73135826,12.80815398,12.67706527,11.88202128,11.94694758
CBG12344,10.73220463,10.57163351,10.57432683,11.46998215,11.50423036,11.4818546,11.58415883,11.60018326,11.34350806,10.14869351,10.1415189
Cbr-tlf-1,10.77644333,10.74771093,10.68066706,11.27301879,11.29467793,11.2306061,11.31436436,11.27025515,11.2474926,10.85483283,10.621327
Cbr-cdk-8,10.62536324,10.52268005,10.59013159,11.36537372,11.32775827,11.36281694,11.4465245,11.40914106,11.37563368,10.82360541,10.60640827
Cbr-cle-1,10.97581985,11.10533587,11.11682877,9.339959247,9.30653989,9.462136411,8.883700608,8.977199202,9.210030749,10.33987225,10.40272749
Cbr-pas-4,12.32263398,12.37525378,12.3170103,12.81963074,12.88018466,12.95504021,12.8854983,12.87181916,12.8565486,12.08924976,12.11445666
Cbr-rpb-3,11.04811152,11.04358655,11.00796629,11.63222327,11.64316771,11.75343735,11.65907539,11.74849302,11.62901736,10.69785357,10.67712718
Cbr-prp-4,10.62982205,10.63246625,10.75965547,11.02168036,11.10467547,11.13587157,11.16446172,11.16858344,10.96558048,10.34721163,10.23717923
Cbr-dhfr-1,10.39592115,10.26569475,10.15869994,10.88407701,10.91307953,10.96958718,11.22771143,11.30428384,11.04326602,9.811601483,9.64374784
Cbr-gls-1,11.71672449,11.3550338,11.58214396,12.53602963,12.34861442,12.30977097,12.27146817,12.13507434,12.11214296,11.46924103,11.13364647
CBG12358,11.47591833,11.42014052,11.43191393,12.29653189,12.26398587,12.2233561,12.12814458,11.972589,12.19239589,11.6272802,11.33458514
Cbr-imp-1,11.5353458,11.45186181,11.40288046,12.08088734,12.17371792,12.12714254,12.04996831,12.02562991,12.14600459,11.54564765,11.26610303
CBG12360,11.63813392,11.60420511,11.54659013,12.30846058,12.43220723,12.42449514,12.28606079,12.27709274,12.40625283,11.15207356,11.02066431
Cbr-tin-13,10.41326918,10.34975262,10.39299582,10.33310511,10.45632585,10.50154111,10.48556324,10.63426841,10.47447601,10.27635878,10.25960481
Cbr-lmn-1,13.4494336,13.40636855,13.40717104,13.75789282,13.73572887,13.76167583,13.60972433,13.60917876,13.59444054,13.09152101,13.0589115
Cbr-trt-1,7.256621076,7.379822562,7.342211535,7.626393661,7.487285603,7.539960919,8.003024339,7.904997632,7.647421265,7.590889427,7.367659969
Cbr-pqn-26,6.404913458,6.620123988,6.542273605,6.443386392,5.984688334,5.999603939,4.835038128,4.85230617,6.160118438,8.717144819,8.968051367
Cbr-mfb-1,7.684835116,7.590464065,7.375520617,7.651848862,7.533960243,7.313581732,9.147638526,9.326674541,8.636915018,8.122198515,7.979766531
Cbr-sup-17,11.92816216,11.8088368,11.82369827,12.91828591,12.84999068,12.8341006,12.74148983,12.65273791,12.76306503,11.91119458,11.68588621
CBG12370,11.45806168,11.34175488,11.41673194,10.94478535,10.92263901,10.90318724,10.15516993,10.14084335,10.59536661,10.88147259,10.9645762
CBG12371,10.21088588,10.23175794,10.08252055,10.47983005,10.45512856,10.46433999,10.43650587,10.31149205,10.25669408,10.00036223,9.809302476
Cbr-cids-2,11.50896647,11.42982691,11.49529502,12.15359376,12.16897978,12.12846412,12.13340893,12.0793006,12.06674635,11.23660296,11.05036279
Cbr-twk-30,6.419553294,6.283092059,6.630258449,6.337391999,6.013934566,6.314773294,5.758009488,5.911433438,6.160118438,6.746465229,6.851303732
Cbr-phip-1,9.640211537,9.727707319,9.600415816,10.05952109,9.998105776,10.06391691,10.27572881,10.46150069,9.935503574,9.284992557,9.432421149
CBG12375,13.11983784,13.2878123,13.26647487,12.62959685,12.65760144,12.77836441,12.53423368,12.52900377,12.52737471,12.81373495,12.96734496
Cbr-rps-15,14.84164934,14.90754075,14.86830957,14.7167695,14.74347612,14.95247371,14.70613099,14.7955289,14.64301062,14.46938607,14.67863607
CBG12377,10.82391252,10.56812875,10.61952055,11.53742152,11.43365922,11.42544621,11.51150545,11.25478746,11.33383138,10.73810884,10.33897097
CBG12379,7.863475924,7.717345404,7.816899669,8.481718451,8.434677126,9.419550333,9.083722089,9.184481999,8.334814254,8.977221217,8.797253
Cbr-hum-1,11.59508404,11.29216918,11.41574694,12.394914,12.34990317,12.31645402,12.15131367,12.10376181,12.19380426,11.57093951,11.29067662
Cbr-ztf-26,5.787423827,5.947460197,5.979297631,6.010664721,5.923903556,5.526394593,5.558783364,5.977415139,5.60514441,5.914021003,5.905080626
Cbr-fog-3,8.237134928,8.430681261,8.420924473,5.413035947,5.111242188,5.863323981,5.601833156,5.944894151,6.293211011,8.075577008,7.948353991
CBG12386,9.760354286,9.443767968,9.799420981,9.787476989,9.490886445,9.357731507,9.403356866,9.251401199,9.617118589,10.2045402,9.926084502
CBG12388,11.63850269,11.76091101,11.71619524,10.49034262,10.62339045,10.61715795,9.984171845,10.1850474,10.26957698,10.76392859,10.99543975
Cbr-unc-29,7.19256055,7.355258612,7.424044052,6.245735635,6.225327972,6.274380392,5.758009488,5.727371773,5.699257396,7.188228393,7.343498675
CBG12390,10.96703719,10.81652682,10.81823311,11.43594864,11.42634736,11.40432499,11.45074801,11.49502755,11.35463212,10.48148267,10.30959025
CBG12391,13.84340814,13.43658872,13.68039878,14.20554263,13.77223344,13.77428911,13.64028962,13.35697601,13.56089049,13.66056263,13.25404319
CBG12392,8.335432482,8.051567855,8.171890648,8.167850069,8.038364803,8.064747553,7.812172371,7.858625317,7.851355958,8.051682128,8.06029653
Cbr-tsp-15,7.961730128,8.036340825,8.24056745,7.394223671,7.283315299,7.490865443,7.471702577,7.365475244,7.401099994,8.178412399,8.108411626
Cbr-madd-4,8.595350135,8.723855762,8.67652653,8.114209084,7.762355074,7.849277942,6.820841331,6.670890187,7.111773729,9.06699549,9.155317513
Cbr-fip-6,4.84590331,5.25488864,5.394983619,5.59745139,5.032288234,5.064820786,5.416830688,5.341377832,5.342471116,6.256182491,6.38340448
CBG12397,12.15902876,12.2367215,12.23478861,6.59677669,6.77073083,8.212369654,5.828314951,5.944894151,5.865759352,10.10124721,10.36579755
CBG12398,9.174402086,9.209440844,9.270389483,4.94078811,4.348656253,5.708225975,4.94296397,4.348656253,4.779248828,7.17333223,7.526046555
CBG12400,7.763386918,7.930442842,8.119342583,4.94078811,4.834296272,5.565475341,4.348656253,4.348656253,4.875057,7.180800311,7.489923391
CBG12401,6.921813195,6.841203764,6.887579026,4.692116706,5.306821173,4.990503977,4.348656253,4.70568995,4.348656253,6.241173897,6.447920179
Cbr-snpc-4,11.84688376,11.59174711,11.75721034,12.3986387,12.36750764,12.35054562,12.39527203,12.31771084,12.342668,11.56360841,11.26926349
Cbr-mdt-31,9.247863737,9.352929703,9.232812501,9.970530473,9.996460314,10.09264839,10.1873532,10.24593396,9.930103463,9.113700037,8.898880084
Cbr-spd-2,11.91726184,11.78224013,11.81438555,12.60830996,12.58421499,12.52450386,12.5055209,12.4961813,12.48612883,11.44740495,11.21347716
Cbr-thoc-3,9.212593715,9.172950131,9.189620074,9.458999382,9.641713457,9.692391129,9.543381975,9.734229681,9.569274694,8.798081106,8.993794075
CBG12407,8.510608353,8.495047615,8.306095827,6.734174653,6.77073083,6.37304553,6.548228267,6.633370417,6.553428608,7.853814005,7.958902042
Cbr-fasn-1,13.14523184,12.83823547,13.03992383,12.12727096,11.8513163,12.06913793,11.13251689,10.95183733,11.65501787,13.02914586,12.89417326
CBG12411,9.512356951,9.564841498,9.581203463,5.413035947,5.246921224,6.777856762,7.034413594,6.707381765,7.902238552,8.499619593,8.569494821
Cbr-tba-6,6.107451418,6.167795226,6.346210245,5.462599498,5.111242188,5.131611284,5.308246547,4.70568995,5.250709341,5.933684442,5.829080483
CBG12413,9.82402106,9.972778128,10.00209009,5.678194612,5.18214647,6.805483237,5.308246547,5.279462568,5.025780543,8.270898692,8.506421798
CBG12414,5.858966744,5.971428791,5.681365846,5.638614814,5.680904574,5.708225975,6.016250326,6.155772661,5.757626727,6.08010923,5.99915632
Cbr-syx-7,10.79310333,10.75312261,10.69128935,11.3936461,11.27649402,11.29616905,11.45014541,11.51371346,11.3215147,10.6259261,10.5529428
Cbr-fcp-1,11.66082119,11.57001186,11.60565681,11.92260048,11.92017124,11.92143205,11.916741,11.86221735,11.9981139,11.27344675,11.12029
Cbr-rbpl-1,12.25738509,12.24853688,12.17928244,12.46438558,12.49965539,12.47107519,12.28335704,12.2948465,12.37778769,11.89236885,11.68351919
CBG12418,11.02177836,10.76311932,10.87738931,11.32157125,11.11683962,11.07685166,10.93304354,10.7741411,10.85170191,10.54100704,10.15069014
CBG12420,8.058081549,7.868654966,8.084866758,7.685091363,7.570217045,7.284939752,7.537526425,7.543155193,7.178377157,7.782843788,7.700278597
CBG12421,8.217431616,8.326279688,8.162479166,7.519716597,7.358132426,7.539960919,7.643671687,7.834858985,7.522396521,8.087375982,8.103672484
Cbr-tax-2,5.538671244,5.20456896,5.394983619,5.360599887,5.600016295,5.131611284,5.364222612,5.139121994,5.089082808,5.386848306,5.628114437
CBG12423,7.340153568,7.198040297,7.342211535,4.833249248,4.348656253,5.064820786,4.348656253,4.348656253,4.348656253,6.487402984,6.416066478
CBG12424,5.201701642,4.95824806,5.741873274,5.109620104,5.306821173,5.249179952,5.682824117,5.553312671,5.200608361,5.671259409,5.377196599
Cbr-acr-19,5.710883738,6.147488991,5.826721278,5.78876493,5.892266882,5.891904444,5.364222612,5.279462568,5.537185164,6.02730327,6.086260188
