gene
Cbr-col-81
Cbr-col-139
CBG09422
CBG03997
CBG18456
CBG15648
Cbr-snf-9
CBG21199
CBG30317
CBG03528
CBG13435
Cbr-col-129
CBG31367
CBG10113
CBG11500
CBG03550
CBG23024
CBG20086
CBG20614
CBG01735
Cbr-pck-3
Cbr-gln-2.1
CBG12398
CBG15178
CBG17766
CBG22931
CBG15742
CBG09925
CBG12100
CBG27222
CBG23643
CBG30117
CBG02455
CBG04552
CBG20875
CBG04161
CBG02788
Cbr-spe-11
CBG18078
CBG26530
CBG31262
CBG08243
CBG09950
CBG24305
CBG04400
CBG25815
CBG01657
CBG03641
CBG29866
CBG08519
CBG18331
CBG04364
CBG31352
CBG13307
CBG08226
Cbr-sss-1
CBG20617
CBG11503
CBG13244
CBG22939
CBG03974
CBG19279
CBG12423
CBG12397
CBG24672
CBG08258
CBG02925
CBG29920
CBG18149
CBG25795
CBG20609
CBG15004
CBG25793
CBG04555
CBG20630
CBG20874
CBG22144
CBG29860
CBG31332
CBG20631
CBG03552
CBG25322
Cbr-msrp-5
CBG20892
Cbr-wht-4
Cbr-spe-26
CBG04032
CBG01025
CBG02348
CBG15751
CBG02389
CBG30631
CBG08390
CBG04011
CBG21180
CBG25309
CBG02544
CBG07119
Cbr-rnh-1.1
CBG20354
CBG15225
CBG23486
CBG01015
CBG01121
CBG02511
CBG12279
Cbr-col-133
CBG30115
CBG17655
CBG12449
CBG04167
CBG12432
CBG02924
CBG10094
CBG03167
Cbr-irld-3
CBG20624
CBG30869
Cbr-cdc-25.4
CBG25368
CBG13849
CBG30106
CBG00352
CBG18269
CBG25901
CBG19280
CBG20279
CBG09662
CBG23909
CBG10423
CBG11751
CBG20628
CBG11140
CBG17973
CBG22090
Cbr-msd-4
Cbr-gska-3
CBG08984
CBG09953
Cbr-catp-4
Cbr-cyc-2.2
CBG15778
CBG20623
Cbr-mib-1
CBG24684
CBG00650
CBG12846
CBG18186
Cbr-marc-2
Cbr-dhhc-13
Cbr-msrp-3
CBG30926
CBG11069
CBG13388
Cbr-ssp-34
Cbr-rmd-6
CBG17952
CBG04039
CBG14930
CBG03859
CBG14943
CBG29913
CBG30453
CBG13611
CBG13553
CBG29934
CBG04546
CBG05933
Cbr-decr-1.3
CBG04162
CBG09102
CBG18166
CBG19557
CBG23535
CBG26570
CBG25682
Cbr-nep-6
CBG03643
CBG24363
CBG29885
CBG25948
CBG02283
CBG05759
CBG12288
CBG22538
CBG12201
CBG10833
CBG13648
CBG09008
CBG22111
CBG11186
CBG25931
CBG13625
CBG30292
CBG15779
CBG31010
CBG15697
CBG12489
Cbr-ttr-55
CBG30621
CBG01529
CBG22099
CBG22537
CBG03557
CBG18491
Cbr-col-138
CBG01600
Cbr-clec-148
Cbr-dao-4
CBG03858
CBG23700
CBG06791
CBG12448
CBG16603
CBG13192
CBG04260
CBG01570
CBG00978
CBG25351
CBG31368
CBG26535
CBG10823
Cbr-gln-2.2
Cbr-col-49
Cbr-ssq-2
Cbr-clpr-2
CBG20400
CBG03696
CBG01013
Cbr-txt-1
CBG25416
CBG12784
CBG30524
CBG04241
CBG31200
CBG18810
CBG03972
CBG23595
CBG22995
CBG06177
CBG02324
CBG09313
CBG11159
CBG10528
CBG03783
CBG11752
CBG17489
CBG04150
CBG18429
CBG07200
CBG02298
CBG19807
CBG12962
CBG02296
CBG14908
CBG12400
CBG12848
CBG05506
CBG03418
CBG04361
CBG22944
CBG20775
CBG20859
CBG08269
Cbr-ent-3
CBG08027
CBG25408
CBG12413
CBG13384
CBG04102
CBG25990
CBG23349
CBG12331
Cbr-sst-20.1
CBG24671
CBG10824
CBG12879
CBG00573
CBG13609
Cbr-nspd-9.2
CBG26498
CBG00042
CBG00895
CBG03864
CBG08965
CBG29946
CBG20618
CBG09230
Cbr-msrp-4
CBG04362
CBG12692
CBG12672
CBG23947
CBG30604
CBG24304
Cbr-acs-18
CBG26883
CBG26002
CBG03352
CBG06004
CBG21224
CBG25354
CBG30931
CBG26072
CBG00337
CBG19612
CBG03833
CBG13931
CBG21754
Cbr-sfxn-1.3
Cbr-irld-18
CBG12798
CBG12852
Cbr-col-175
CBG04179
Cbr-ubxn-5
CBG29910
CBG19636
Cbr-wht-6
CBG30463
CBG01653
CBG10328
CBG11934
CBG12306
CBG31346
CBG13041
CBG04099
Cbr-mps-3
CBG02430
CBG23791
CBG04467
CBG02400
Cbr-wht-5
CBG03602
CBG00619
CBG09951
Cbr-acdh-8
CBG04237
CBG18099
Cbr-kin-5.1
Cbr-spe-46
CBG24488
Cbr-clec-119
CBG17491
Cbr-kin-5.2
CBG22526
CBG25598
CBG04353
CBG09309
CBG13263
CBG08261
CBG13180
CBG22553
Cbr-ttbk-4
Cbr-dhhc-12
CBG01748
CBG21003
CBG00433
Cbr-fer-1
CBG18809
CBG18101
CBG18332
CBG05537
CBG08461
CBG03618
CBG12671
Cbr-oac-9
CBG12718
Cbr-ptp-5.3
Cbr-dhhc-5
CBG31452
Cbr-tsp-19
CBG18235
CBG25897
Cbr-glct-6
CBG18811
CBG02558
CBG16570
CBG22502
CBG19606
CBG08203
CBG21670
CBG20650
CBG15598
CBG16665
CBG23962
CBG20412
CBG13407
CBG04101
CBG12796
CBG21223
CBG18309
CBG22423
CBG09546
CBG00373
CBG23637
Cbr-acp-3.1
CBG07970
CBG27320
Cbr-vap-2
CBG12590
CBG30523
Cbr-kin-24
CBG12789
Cbr-col-71
CBG13383
CBG12625
CBG00719
Cbr-spe-10
CBG25186
CBG02447
CBG00341
CBG15654
CBG11449
CBG29810
CBG06045
CBG01719
CBG22332
CBG22940
CBG21935
CBG08760
CBG20999
CBG04466
CBG12081
CBG20411
CBG15159
CBG12711
CBG02297
CBG24213
CBG12889
CBG08460
CBG20434
CBG30396
CBG13641
CBG17979
Cbr-nlp-4
CBG31042
CBG12795
Cbr-ttr-13
CBG13359
CBG09871
CBG11087
CBG22821
CBG04988
CBG08242
CBG02216
CBG10162
CBG07960
CBG13848
CBG12401
CBG25683
CBG25981
CBG15859
CBG02546
CBG12029
CBG16636
Cbr-col-60
CBG24306
CBG12311
CBG25802
CBG13594
CBG16592
Cbr-rol-1
Cbr-pfk-1.2
CBG11338
CBG25824
Cbr-nkb-2
CBG09853
CBG26532
Cbr-irld-8
CBG18668
CBG30198
Cbr-bli-6
Cbr-elo-7
CBG30116
Cbr-frk-1
CBG13187
CBG05196
CBG12006
CBG24900
CBG19731
CBG05658
CBG11451
Cbr-snf-5
CBG03753
CBG24454
CBG04327
CBG02877
CBG15379
CBG27455
CBG25384
Cbr-ipla-5
Cbr-col-79
CBG13398
CBG12261
CBG23275
CBG18795
CBG13229
CBG30674
CBG22933
CBG30271
CBG25227
CBG30527
CBG29865
CBG18473
CBG19351
CBG30302
CBG12048
CBG27209
CBG06650
CBG25470
CBG02542
CBG30870
CBG22818
CBG30963
CBG02645
CBG18648
CBG27083
CBG06272
CBG19429
CBG20941
CBG25348
Cbr-wht-8
CBG07129
CBG18710
CBG12830
CBG12472
CBG15624
CBG31449
CBG25721
CBG30151
CBG12477
CBG05197
CBG23848
CBG19430
CBG15321
CBG03926
Cbr-spe-27
Cbr-spe-9
CBG12546
CBG18663
CBG18652
CBG15857
CBG15149
CBG19417
CBG10569
CBG26362
Cbr-ttr-58
CBG18623
CBG00453
CBG25599
CBG25617
CBG13370
CBG25421
CBG02665
CBG12166
CBG11874
CBG12664
CBG26449
CBG10792
CBG17941
CBG09902
Cbr-mboa-4
CBG04541
CBG30064
CBG18290
CBG25796
CBG02813
CBG21494
CBG16633
CBG03925
CBG03054
Cbr-bli-2
CBG02807
CBG13228
CBG21901
CBG12739
CBG00653
CBG20424
CBG11580
CBG11137
CBG20325
CBG05199
CBG30637
CBG12882
CBG23691
CBG25914
CBG02235
CBG30224
Cbr-spe-17
CBG29856
CBG02782
CBG30513
CBG05967
CBG16501
CBG26559
CBG20856
Cbr-dml-1
CBG26225
CBG24765
CBG04407
CBG04781
CBG12743
CBG30353
CBG17876
CBG02869
CBG29878
CBG23596
CBG26080
CBG22315
CBG01812
CBG26499
CBG02626
CBG12184
CBG30490
CBG25388
CBG29830
CBG17990
CBG29757
CBG09147
CBG00565
CBG31492
CBG06801
CBG15357
Cbr-mpst-5
Cbr-msrp-2
CBG20975
CBG23337
CBG00862
CBG04876
CBG11150
CBG13833
CBG31065
Cbr-bre-2.2
Cbr-col-146
CBG30889
CBG26048
CBG30178
CBG30092
CBG13262
CBG06852
CBG29931
Cbr-snf-2
CBG19556
Cbr-spe-43
CBG09188
CBG12586
CBG27309
CBG21921
CBG25812
CBG04867
Cbr-ttbk-5
CBG06031
CBG30154
CBG30208
CBG18695
CBG29805
CBG30367
CBG25172
CBG21032
CBG05867
CBG30638
CBG13256
CBG18079
CBG00527
CBG22747
CBG30998
CBG10439
CBG30989
Cbr-col-88
CBG07227
CBG00792
CBG17972
CBG20357
CBG26536
CBG13405
CBG09071
CBG13033
CBG22554
Cbr-col-126
CBG21498
CBG04861
CBG04776
CBG26863
CBG13254
CBG25792
CBG02790
CBG04545
CBG31451
CBG02503
CBG18159
CBG17607
CBG26180
CBG12561
CBG14958
CBG31026
CBG04160
CBG18306
CBG31376
CBG13612
CBG16480
CBG09992
CBG14929
CBG18404
CBG04149
CBG05371
CBG07201
CBG31488
CBG27196
CBG03551
CBG27241
CBG30462
Cbr-col-63
CBG31413
CBG01613
Cbr-sulp-6
Cbr-pqn-57
CBG12635
CBG26222
CBG04625
CBG11086
CBG22820
CBG17784
CBG18258
CBG20059
CBG29761
CBG30227
CBG30455
CBG01136
Cbr-nspd-9.1
CBG17794
CBG03902
CBG11081
CBG03140
Cbr-twk-37
CBG27291
CBG26172
CBG31386
CBG29821
CBG18102
CBG12780
CBG01014
CBG05419
CBG30376
CBG19747
CBG00331
Cbr-kin-21
CBG30996
CBG13382
CBG22641
CBG09564
Cbr-fipr-13
CBG26420
CBG03112
Cbr-kin-14
CBG20303
Cbr-cyn-2
CBG00368
Cbr-irld-6
CBG06450
Cbr-col-39
CBG12788
CBG05615
CBG15151
CBG04451
Cbr-spe-42
CBG25256
CBG13332
Cbr-nep-5
CBG15301
CBG10424
CBG08480
CBG23417
CBG08459
CBG02609
CBG12198
CBG06744
CBG09613
CBG09623
CBG12522
CBG05732
CBG03818
CBG11055
CBG09256
CBG07184
Cbr-cpb-2
CBG29820
Cbr-mpz-5
CBG18049
CBG09947
CBG04580
CBG18289
CBG07081
CBG09703
Cbr-clec-164
CBG19707
CBG19822
CBG20346
CBG13774
CBG00946
Cbr-bli-1
CBG26531
CBG15069
CBG22536
CBG19522
CBG02775
CBG03116
CBG10819
CBG21342
Cbr-ifp-1
CBG26553
CBG00737
CBG00725
CBG15695
CBG05788
CBG03736
CBG30339
CBG24144
CBG26244
CBG09612
CBG30354
CBG18212
CBG14879
Cbr-kmo-2
CBG27064
CBG05720
Cbr-col-38
CBG27220
CBG18402
CBG25270
CBG13589
CBG02967
CBG04256
CBG18701
CBG02793
CBG17666
Cbr-spe-6
CBG18619
CBG03647
Cbr-spe-4
CBG11356
CBG17781
CBG22229
CBG03127
CBG26502
Cbr-col-110
CBG09052
CBG09116
CBG19773
Cbr-srh-18
CBG29991
CBG26104
CBG26727
CBG15287
CBG30041
CBG25604
CBG30237
CBG12030
CBG20831
CBG25602
CBG03413
CBG30071
CBG03271
CBG29859
CBG02751
CBG09394
Cbr-nep-13
CBG11554
CBG18358
CBG17897
CBG09555
Cbr-col-124
Cbr-mpz-4
CBG25202
CBG11057
Cbr-msrp-9
CBG05171
CBG20633
CBG31182
CBG29874
CBG24013
Cbr-htas-1
CBG03732
CBG25339
Cbr-oac-50
CBG08352
CBG27066
CBG11079
CBG29809
Cbr-snf-8
CBG22637
Cbr-irld-7
CBG09195
CBG25399
CBG03971
CBG22527
CBG17094
CBG25409
CBG02592
CBG00329
CBG20013
CBG24773
Cbr-abt-1
CBG08981
CBG07942
CBG18064
CBG18549
CBG05156
CBG25794
CBG30689
CBG07948
CBG23369
CBG23610
CBG01046
CBG30246
Cbr-nep-18
CBG11717
Cbr-ttr-56
CBG00528
Cbr-try-7
CBG08225
CBG10734
CBG10107
CBG18082
CBG12673
CBG21651
Cbr-ubc-24
CBG03874
Cbr-nspb-12
Cbr-spe-15
CBG08005
CBG13094
CBG18926
CBG22990
Cbr-selt-1.2
CBG30368
CBG12787
CBG01736
Cbr-spe-41
CBG27059
CBG04450
CBG15158
Cbr-gipc-2
CBG18669
CBG04310
CBG29864
Cbr-acs-10
CBG04563
CBG29962
CBG25867
CBG30422
CBG25991
CBG19720
CBG22421
CBG16502
Cbr-acl-13
CBG27234
CBG18259
CBG30056
CBG13844
CBG19333
CBG29989
CBG18360
CBG26561
CBG02774
CBG30495
CBG22919
CBG11084
CBG27074
CBG25923
CBG08439
CBG19861
CBG09358
CBG11085
CBG19614
CBG02852
CBG26865
CBG30252
CBG25559
CBG03559
CBG25381
CBG18885
CBG06941
CBG30021
CBG26151
CBG26037
CBG25450
CBG23268
CBG22657
CBG19321
CBG03866
CBG03193
CBG14850
CBG30040
CBG30525
CBG15295
Cbr-spe-49
CBG00302
CBG22113
CBG00436
CBG22145
CBG22222
Cbr-klp-17
CBG30668
CBG02628
CBG04098
CBG30007
CBG12762
CBG24901
Cbr-mpz-3
CBG12669
CBG26582
CBG30359
CBG21194
CBG30170
CBG21131
CBG21520
CBG30449
CBG02233
CBG04124
CBG02668
CBG17743
CBG02771
CBG22630
Cbr-bgnt-1.2
CBG30259
CBG30468
CBG25854
CBG10112
CBG03147
CBG04213
CBG06704
CBG05925
CBG05860
Cbr-col-183
Cbr-tor-2
CBG29939
CBG30715
CBG09348
CBG13050
Cbr-spe-47
CBG12151
CBG31500
Cbr-irld-1
CBG19428
CBG30037
CBG30413
CBG30245
CBG13413
CBG20367
CBG30980
CBG11670
CBG10918
CBG31362
CBG00991
CBG15325
CBG00614
Cbr-col-142
CBG12486
Cbr-col-77
CBG00542
CBG12643
Cbr-erp-44.3
CBG30268
CBG10915
CBG22223
CBG08329
CBG25935
Cbr-irld-14
CBG05201
Cbr-col-141
CBG09618
Cbr-col-80
CBG29873
CBG26227
CBG14903
Cbr-sfxn-1.2
Cbr-grl-27.1
CBG08312
CBG09962
CBG10055
CBG25343
Cbr-ttr-9
CBG07060
CBG03730
CBG20156
CBG07826
CBG04255
CBG02313
CBG18651
CBG23173
Cbr-dylt-3
CBG30139
CBG25941
CBG30520
Cbr-spe-8
CBG05769
CBG20811
CBG26095
CBG23892
CBG10571
Cbr-col-130
CBG16352
CBG30685
CBG30392
Cbr-str-4
CBG15843
Cbr-ttr-14
CBG16166
CBG14966
Cbr-ifc-1
CBG29935
CBG09463
CBG08756
CBG31069
CBG04342
Cbr-grl-21
CBG30762
CBG30323
Cbr-oac-48
CBG30866
CBG29875
CBG21567
CBG17985
CBG30004
CBG26732
CBG20646
Cbr-col-128
CBG20754
CBG00526
Cbr-twk-10
Cbr-set-12
CBG30352
CBG10743
CBG25780
CBG23081
CBG11762
CBG30995
CBG24475
CBG16832
CBG13787
CBG25310
CBG12539
CBG06264
CBG22230
CBG23670
Cbr-elo-8
CBG27531
CBG30470
CBG30957
CBG31394
CBG06774
CBG30398
CBG30394
CBG18650
CBG19193
CBG10779
CBG10762
CBG21353
Cbr-ipla-4
CBG23990
CBG22930
CBG18418
Cbr-col-48
CBG29974
CBG01309
Cbr-suex-2
CBG20629
Cbr-comp-1
Cbr-ttbk-2
CBG11546
CBG11514
CBG05450
Cbr-nas-1
CBG25467
CBG08691
CBG29902
CBG25863
CBG25248
Cbr-wrt-4
CBG00925
CBG30640
CBG18507
CBG26537
Cbr-nlp-26
Cbr-col-113
CBG29785
CBG30236
CBG27375
CBG23833
CBG30300
Cbr-col-182
Cbr-sul-3
CBG25538
CBG14975
Cbr-dos-3
CBG23007
Cbr-col-19
Cbr-abt-5
CBG07008
CBG30366
CBG23689
Cbr-hdl-1
Cbr-spe-19
CBG29843
Cbr-col-147
Cbr-col-97
Cbr-col-186
CBG30443
CBG07199
CBG30671
CBG02250
CBG11288
CBG30357
Cbr-grd-6
CBG29825
CBG30936
Cbr-col-118
CBG21815
Cbr-lgc-12
CBG18592
CBG31317
CBG18787
CBG12202
Cbr-cut-4
Cbr-snf-10
CBG21701
Cbr-col-145
CBG02432
Cbr-nhr-277
CBG28525
CBG19988
Cbr-srd-72
CBG21222
CBG12555
CBG11316
CBG02066
CBG25922
CBG21132
CBG19591
Cbr-col-14
Cbr-tbx-34
CBG03936
Cbr-pes-8
CBG20366
CBG10056
CBG10917
Cbr-gly-18
Cbr-scl-23
CBG31016
CBG30052
CBG01624
CBG19708
Cbr-osta-1
CBG03375
CBG31229
Cbr-ifd-1
CBG06247
CBG09551
CBG15995
Cbr-cnp-2
CBG08194
CBG23426
CBG00204
Cbr-tyr-2
CBG14932
CBG19500
Cbr-col-109
Cbr-srsx-35
CBG20482
CBG27908
CBG24710
CBG02875
Cbr-dhc-3
CBG03837
Cbr-daf-11
CBG19727
CBG30125
CBG30787
Cbr-dct-5
CBG06351
Cbr-acr-2
CBG20883
CBG08780
CBG12688
CBG09020
Cbr-srd-74
CBG30934
CBG17601
Cbr-irld-57
CBG09559
CBG15974
Cbr-hdl-2
CBG08527
CBG05041
CBG20620
CBG30203
Cbr-klp-6
Cbr-nhr-258
CBG30544
CBG11465
CBG29815
CBG25352
CBG26330
CBG27177
Cbr-srv-8
CBG20711
Cbr-str-177
Cbr-str-89
Cbr-col-89
CBG09651
Cbr-col-61
Cbr-col-157.2
CBG24340
Cbr-col-96
CBG22438
Cbr-nas-27
CBG25790
CBG08217
CBG30230
CBG00541
CBG01871
Cbr-col-104
Cbr-nhr-235
Cbr-srx-46
CBG04712
CBG30188
Cbr-ttr-10
Cbr-nhr-234
CBG24260
CBG30968
CBG15327
CBG07250
Cbr-sre-45
CBG14668
CBG30549
CBG26482
CBG07427
Cbr-nlp-24
CBG05403
CBG22516
CBG07418
CBG30550
CBG12956
CBG01626
CBG10271
CBG00227
CBG16999
CBG30201
CBG30505
CBG24931
CBG29777
CBG16538
CBG24463
CBG19364
CBG26245
CBG15204
Cbr-abu-11
CBG30814
CBG17803
Cbr-ugt-4
Cbr-acr-25
CBG10798
CBG17025
CBG23597
CBG19399
CBG27805
CBG08531
Cbr-col-98
Cbr-cutl-4
CBG20869
Cbr-adt-3
CBG26880
Cbr-mam-7
Cbr-sst-20.2
CBG21276
CBG00988
CBG11690
CBG18709
Cbr-srm-1
CBG15994
CBG08508
CBG01918
Cbr-try-4
CBG30140
Cbr-nhr-26
CBG20474
CBG23458
CBG03093
CBG11188
Cbr-wrt-6
Cbr-madf-5
CBG30873
CBG19322
CBG30310
CBG27175
CBG24599
Cbr-npax-3
CBG04553
Cbr-fmo-1
CBG15285
CBG30871
CBG31063
Cbr-cnnm-4
CBG08532
Cbr-dpr-1
Cbr-mua-3
Cbr-col-42
CBG02915
CBG30075
CBG21787
CBG13667
CBG15997
Cbr-ttbk-3
Cbr-col-181
CBG02561
CBG30959
CBG31406
CBG26260
CBG30776
CBG07407
CBG18287
CBG17955
CBG06254
Cbr-col-149
CBG18408
CBG19439
Cbr-col-8
Cbr-cutl-27
CBG05158
CBG27142
CBG24625
CBG01655
CBG26756
Cbr-col-37
CBG30791
CBG29919
CBG30612
CBG10487
CBG23599
CBG10911
CBG01846
Cbr-fog-3
CBG30375
CBG12280
CBG20425
CBG14648
CBG02506
Cbr-pqn-72
CBG15933
Cbr-bus-1
CBG03068
CBG31241
CBG06567
CBG05924
CBG26413
CBG08610
CBG31086
CBG31076
Cbr-col-115
CBG24774
CBG25216
CBG19039
CBG13831
CBG27463
CBG00320
CBG03865
Cbr-pho-12
Cbr-ceh-8
CBG12134
CBG23102
CBG05402
CBG09383
CBG02724
Cbr-gly-1
CBG02441
CBG03906
CBG30283
CBG22294
CBG17730
CBG26834
CBG30414
Cbr-srsx-28
CBG08004
CBG25518
CBG19872
CBG23987
CBG23187
CBG18422
CBG19452
CBG23671
Cbr-grd-1
CBG02245
CBG19960
CBG05801
Cbr-col-156
Cbr-ncr-2
CBG30301
CBG23325
CBG05045
Cbr-col-123
CBG30202
CBG04913
CBG04277
Cbr-col-122
CBG19325
Cbr-nas-7
CBG02929
CBG10800
Cbr-col-116
Cbr-cutl-24
CBG17710
CBG04276
CBG27338
Cbr-spp-13
CBG19323
Cbr-che-6
CBG16926
Cbr-cpg-9
Cbr-nhr-114
Cbr-col-178
CBG15872
CBG20815
CBG01472
Cbr-oac-8
CBG21824
CBG26999
CBG13608
CBG16572
CBG03810
Cbr-xol-1
CBG26191
CBG26533
CBG01598
Cbr-tnt-2
CBG29994
CBG09740
CBG05411
CBG20830
CBG00180
CBG30403
